INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30504736	3	5	4	736	Huodong_8_6	L­ Bao Huy«n Linh	Quà th¥n bí m· Huy«n Linh Bäo Rß½ng ðßþc, m· ra s¨ có c½ hµi nh§n ðßþc #GPhiªu Ð±i Bäo ThÕch c¤p 3#W, thú cßÞi 7 ngày, ho£c th¶i trang 7 ngày. (Nh¤n phäi dùng)	1	4	1	5	1	889040	197	1	-1	-1	-1	4	ÐÕo cø ð£c thù	10	0	2005	-1	0
30504740	3	3	8	740	PeiFang_6	KÜ Thu§t: ¿ng Long Huy­n H°n	Sau khi sØ døng có th¬ h÷c th¬ kÜ thu§t cüa ¿ng Long Huy­n H°n. #r#c00FF00 (Chuµt phäi ð¬ h÷c)	1	60000	1	9	1	713501	55	1	38	1	-1	4	KÜ Thu§t	3	1275	2005	-1	0
30504742	3	5	4	742	CircularTaskTool14_6	Phiªu Tri Ân Trác Kh¡c Phù 	Phiªu Tri Ân Trác Kh¡c Phù v¾i giá tr¸ r¤t cao. Mang ðÕo cø này ðªn #GÐÕi Lý (143,138) tìm Ti«n Long#W ð¬ ð±i #YBäo ThÕch Trác Kh¡c Phù#W.	1	4	1	4	99	-1	-1	1	-1	-1	-1	-1	ÐÕo cø ð£c thù	1	0	2005	-1	0
30504743	3	5	4	743	Bag_3	Túi Quà Thú CßÞi	KÏ v§t hiªm th¤y, túi quà may m¡n! M· túi quà này ra s¨ có tï l® nh§n ðßþc #YThú CßÞi: Siêu C¤p ¿ng Long Huy­n H°n (30 ngày)#W. Sau khi trang b¸ lên s¨ cµng thêm thuµc tính cho nhân v§t, giúp sinh lñc #G+5000 tr· lên#W, #Gt¤t cä thuµc tính #Y+50 ði¬m#W. Còn có tï l® nh§n ðßþc Miên B¯ C¤p 4, Bí Ngân C¤p 4, Miên B¯ C¤p 3, Bí Ngân C¤p 3 và các ðÕo cø Kim Nguyên Bäo khác. (Chuµt phäi sØ døng)	1	4	1	5	1	889040	197	1	-1	-1	-1	4	ÐÕo cø ð£c thù	10	0	2005	-1	0
30504748	3	5	4	748	Banner1_8	Cao C¤p L­ HÕp Gói Bi¬u Cäm	Mµt L­ HÕp Gói bi¬u cäm Khä ái. M· nó ra s¨ có tï l® 100% nh§n ðßþc 4 cái v§t ph¦m nhß: #G1 cái #YGói bi¬u cäm: Ti¬u H° Tiên (15 ngày)#W, #G1 cái #YGói bi¬u cäm: M£t TrÑng (7 ngày)#W, #G1 cái #YGói bi¬u cäm: Mâu Mâu Ngßu (7 ngày)#W, #G1 pháo hoa #YBông H°ng Hoa Vû#W. (Chuµt phäi sØ døng)	1	4	1	5	1	889040	197	1	-1	-1	-1	4	ÐÕo cø ð£c thù	10	0	2005	-1	0
30504749	3	5	4	749	Banner1_8	Siêu C¤p L­ HÕp Gói Bi¬u Cäm	Mµt L­ HÕp Gói bi¬u cäm Khä ái. M· nó ra s¨ có tï l® 100% nh§n ðßþc 5 cái v§t ph¦m nhß: #G1 cái #YGói bi¬u cäm: Ti¬u H° Tiên (30 ngày)#W, #G1 cái #YGói bi¬u cäm: M£t TrÑng (30 ngày)#W, #G1 cái #YGói bi¬u cäm: Mâu Mâu Ngßu (30 ngày)#W, #G2 pháo hoa #YBông H°ng Hoa Vû#W. (Chuµt phäi sØ døng)	1	4	1	5	1	889040	197	1	-1	-1	-1	4	ÐÕo cø ð£c thù	10	0	2005	-1	0
30504756	3	3	8	756	PeiFang_6	KÜ Thu§t: Thß½ng Häi Long Câu	Sau khi sØ dung s¨ h÷c ðßþc kÜ thu§t cüa Thß½ng Häi Long Câu.#r#c00FF00(Nh¤n phäi ð¬ h÷c)	1	60000	1	9	1	713501	55	1	38	1	-1	4	KÜ Thu§t	3	1276	2005	-1	0
30504759	3	5	4	759	taiwanzhuanyong4_5	Long Câu Bäo Ð°	Các giang h° hi®p sî ðã tìm v« 1 Bäo Ð° hiªm! Ðßþc biªt Bäo Ð° này s¨ có xác su¤t cao m· ra ðßþc thú cßÞi có mang thuµc tính nhß trong truy«n thuyªt ðã nói, ðó chính là #YThú CßÞi: Siêu C¤p Thß½ng Häi Long Câu (30 ngày)#W. Sau khi cßÞi thú này s¨ ðßþc cµng thêm thuµc tính siêu c¤p: Khiªn #GHP t¯i ða cüa nhân v§t #Y+5000 tr· lên#W, #Gt¤t cä thuµc tính #Y+50 ði¬m#W. Bäo Ð° này còn có tï l® nh§n ðßþc Ly Höa, Kim Tinh ThÕch. (Nh¤n phäi sØ døng)	1	4	1	5	1	889040	197	1	-1	-1	-1	4	ÐÕo cø ð£c thù	10	0	2005	-1	0
30504762	3	5	4	762	taiwanzhuanyong2_8	L­ Bao Lão Hæu	SØ døng nh§n ðßþc: #YL­ Bao Lão Hæu Lv75#W, #YThú CßÞi: Thiêm Phúc C¦m Lân#W, #YMai Hoa Tiêu#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 3)#W, #Y900 Phiªu Kim Nguyên Bäo Khóa#W, #YVàng Tài Phú#W, #YLiên Nhung Th¥n Tiªt C¤p 4#W, #YCách Chª Nang#W, #YTß½ng Ð°ng Rß½ng#W, #YCØu Tiêu Mão#W, #YCØu Tiêu C¥u#W.#r#cff9900Gþi ý: Có th¬ ðªn ÐÕi Lý Cung Thái Vân tham gia sñ ki®n HoÕt Ðµng T£ng L­ Bao.#r#c00FF00(Chuµt phäi sØ døng)	70	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	70	0	2005	-1	0
30504763	3	5	4	763	taiwanzhuanyong2_2	L­ Bao Lão Hæu (C¤p 75)	Sau khi dùng s¨ nh§n ðßþc: #YL­ Bao Lão Hæu C¤p 80#W, #YChân Nguyên-TØ Th¬ Phù#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 3)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 3)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 3)#W, #YCØu Tiêu Hµ Thü#W, #YCØu Tiêu Lý#W, #YPhßþng Vû#W, #Y¿ng Dß½ng#W. #r#cff9900Gþi ý: Có th¬ ðªn ÐÕi Lý Cung Thái Vân tham gia sñ ki®n HoÕt Ðµng T£ng L­ Bao. #r#c00FF00(Chuµt phäi sØ døng)	75	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	75	0	2005	-1	0
30504764	3	5	4	764	taiwanzhuanyong2_3	L­ Bao Lão Hæu (C¤p 80)	Sau khi dùng ðßþc s¨ nh§n ðßþc: #YL­ Bao Lão Hæu C¤p 85#W, #YLiên Nhung Th¥n Tiªt C¤p 5#W, #YLong Vån#W, #YChú Vån Huyªt Ng÷c#W, #YNg÷c Long Tüy#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 3)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 3)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 3)#W, #YMiên B¯ C¤p 4#W, #WBí Ngân C¤p 4#W, #YPhiªu 900NB Khóa#W. #r#cff9900Gþi ý: Có th¬ ðªn ÐÕi Lý Cung Thái Vân tham gia sñ ki®n HoÕt Ðµng T£ng L­ Bao. #r#c00FF00(Chuµt phäi sØ døng)	80	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	80	0	2005	-1	0
30504765	3	5	4	765	taiwanzhuanyong2_4	L­ Bao Lão Hæu (C¤p 85)	Sau khi dùng s¨ nh§n ðßþc: #YL­ Bao Lão Hæu C¤p 90#W, #YTúy Vû#W, #YSß½ng Hi¬u#W, #YThôi Tuyªt#W, #YLi®t Nh§t#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 3)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 3)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 3)#W. #r#cff9900Gþi ý: Có th¬ ðªn ÐÕi Lý Cung Thái Vân tham gia sñ ki®n HoÕt Ðµng T£ng L­ Bao. #r#c00FF00(Chuµt phäi sØ døng)	85	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	85	0	2005	-1	0
30504766	3	5	4	766	taiwanzhuanyong2_5	L­ Bao Lão Hæu (C¤p 90)	Sau khi dùng s¨ nh§n ðßþc: #Y L­ Bao Lão Hæu C¤p 95#W, #YHàn Bång Tinh Tiªt#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 4)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 4)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 4)#W. #r#cff9900Gþi ý: Có th¬ ðªn ÐÕi Lý Cung Thái Vân tham gia sñ ki®n HoÕt Ðµng T£ng L­ Bao. #r#c00FF00(Chuµt phäi sØ døng)	90	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	90	0	2005	-1	0
30504767	3	5	4	767	taiwanzhuanyong2_6	L­ Bao Lão Hæu (C¤p 95)	SØ døng nh§n ðßþc: #YL­ Bao Lão Hæu Lv100#W, #YTrÑng Trân Thú: NgÕo Vân Thß½ng Long#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 4)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 4)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 4)#W.#r#cff9900Gþi ý: Có th¬ ðªn ÐÕi Lý Cung Thái Vân tham gia sñ ki®n HoÕt Ðµng T£ng L­ Bao.#r#c00FF00(Chuµt phäi sØ døng)	95	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	95	0	2005	-1	0
30504768	3	5	4	768	taiwanzhuanyong2_7	L­ Bao Tân Thü (C¤p 100)	SØ døng nh§n ðßþc: #YChân Nguyên-Tranh Th¬ Phù#W, #YMiên B¯ C¤p 4#W, #YBí Ngân C¤p 4#W, #YPhiªu Kim Nguyên Bäo Cao C¤p#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 5)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 5)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 5)#W. #r#cff9900Gþi ý: Có th¬ ðªn ÐÕi Lý Cung Thái Vân tham gia sñ ki®n HoÕt Ðµng T£ng L­ Bao.#r#c00FF00(Chuµt phäi sØ døng)	100	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	100	0	2005	-1	0
30504769	3	5	4	769	taiwanzhuanyong2_2	L­ Bao Tân Thü	SØ døng nh§n: #YQuà Tân Thü C¤p 10#W, #YThú CßÞi: Phúc Thøy Tuyªt Ðiêu#W, #YTh¶i Trang: Ám dÕ bách hþp#W, #YThiên Long Tân Thü Kiªm#W, #YThiên Long Tân Thü Chï Hoàn#W, #YThiên Long Tân Thü Chï Hoàn#W, #YThiên Long Tân Thü Hµ Phù#W, #YBÕc Tài Phú#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF01(Nh¤p chuµt phäi dùng)	1	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	1	0	2005	-1	0
30504770	3	5	4	770	taiwanzhuanyong2_3	L­ Bao Tân Thü (C¤p 10)	SØ døng nh§n: #YQuà Tân Thü C¤p 20#W, #YTrÑng Trân Thú: Th¤t T¸ch Uyên ¿½ng#W, #YVàng Tài Phú#W, #YThái Ði¬u Hài#W, #YThái Ði¬u Y#W, #YThái Ði¬u Thü Sáo#W, #YThái Ði¬u Yêu SÑc#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF02(Nh¤p chuµt phäi dùng)	10	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	10	0	2005	-1	0
30504771	3	5	4	771	taiwanzhuanyong2_4	L­ Bao Tân Thü (C¤p 20)	SØ døng nh§n ðßþc: #YL­ Bao Tân Thü C¤p 30#W, #YCàn Khôn Ðïnh#W, #YThiên Linh Ðan#W, #YVàng Tài Phú#W, #YVÕn Linh ThÕch 2#W.#r#cff9900Nh¡c nh·: Ðªn ch² ÐÕi Lý Cung Thái Vân tham gia "HoÕt ðµng Thiên SÑ Trß·ng Thành" s¨ nh§n ðßþc.#r#c00FF03 (Nh¤p chuµt phäi ð¬ dùng.)	20	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	20	0	2005	-1	0
30504772	3	5	4	772	taiwanzhuanyong2_5	L­ Bao Tân Thü (C¤p 30)	SØ døng nh§n ðßþc: #YL­ Bao Tân Thü C¤p 40#W, #YÐoÕn H°n Tiêu#W, #YVÕn Linh ThÕch 2#W, #YVàng Tài Phú#W, #YTi¬u Huy«n Linh Ðan#W, #YTØ Ðàn Rß½ng#W, #YBì Chª Nang#W.#r#cff9900Nh¡c nh·: Ðªn ch² ÐÕi Lý Cung Thái Vân tham gia "HoÕt ðµng Thiên SÑ Trß·ng Thành" s¨ nh§n ðßþc.#r#c00FF04 (Nh¤p chuµt phäi ð¬ dùng.)	30	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	30	0	2005	-1	0
30504773	3	5	4	773	taiwanzhuanyong2_6	L­ Bao Tân Thü (C¤p 40)	SØ døng nh§n ðßþc: #YL­ Bao Tân Thü C¤p 45#W, #YL°ng Trân Thú S½ C¤p: Hùng Miêu#W, #YTân Mãng Th¥n Phù C¤p 1#W, #YTàn Khuyªt Th¥n Tiªt C¤p 1#W, #YDung Kim LÕc Nh§t Ð°#W, #YThu Thüy Vô Ng¤n Ð°#W, #YBích Häi Ngân Ðào Ð°#W, #YVÕn Hách Tùng Phong Ð°#W, #YTØ Dß½ng Tuy®t Linh Ð° Tß¶ng#W.#r#cff9900Nh¡c nh·: Ðªn ch² ÐÕi Lý Cung Thái Vân tham gia "HoÕt ðµng Thiên SÑ Trß·ng Thành" s¨ nh§n ðßþc.#r#c00FF05 (Nh¤p chuµt phäi ð¬ dùng.)	40	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	40	0	2005	-1	0
30504774	3	5	4	774	taiwanzhuanyong2_7	L­ Bao Tân Thü	SØ døng nh§n ðßþc: #YL­ Bao Tân Thü C¤p 50#W, #YTrung C¤p Trân Thú Hoàn Ð°ng Thiên Thß#W, #YVàng Tài Phú#W, #YPhiªu 150 Kim Nguyên Bäo Khóa#W.#r#cff9900Nh¡c nh·: Ðªn ch² ÐÕi Lý Cung Thái Vân tham gia "HoÕt ðµng Thiên SÑ Trß·ng Thành" s¨ nh§n ðßþc.#r#c00FF06 (Nh¤p chuµt phäi ð¬ dùng.)	45	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	45	0	2005	-1	0
30504775	3	5	4	775	taiwanzhuanyong2_8	L­ Bao Tân Thü (C¤p 50)	SØ døng nh§n: #YQuà Tân Thü C¤p 55#W, #YMai Hoa Tiêu#W, #YYªn huy«n ng÷c#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 3)#W, #YPhiªu 900 Nguyên Bäo Khóa#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF07(Nh¤p chuµt phäi dùng)	50	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	50	0	2005	-1	0
30504776	3	5	4	776	taiwanzhuanyong2_3	L­ Bao Tân Thü (C¤p 55)	SØ døng nh§n: #YQuà Tân Thü C¤p 60#W, #YChân Nguyên Tinh Phách#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 3)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 3)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 3)#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF08(Nh¤p chuµt phäi dùng)	55	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	55	0	2005	-1	0
30504777	3	5	4	777	taiwanzhuanyong2_4	L­ Bao Tân Thü (C¤p 60)	SØ døng nh§n: #YQuà Tân Thü C¤p 65#W, #YLiên Nhung Th¥n Tiªt C¤p 3#W, #YChân Nguyên Tinh Phách#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 3)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 3)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 3)#W, #YPhiªu 900 Nguyên Bäo Khóa#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF09(Nh¤p chuµt phäi dùng)	60	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	60	0	2005	-1	0
30504778	3	5	4	778	taiwanzhuanyong2_5	L­ Bao Tân Thü (C¤p 65)	SØ døng nh§n: #YQuà Tân Thü C¤p 70#W, #YH°i Thiên Th¥n ThÕch#W, #YLßu Ly Di®m#W, #YNgñ Dao Bàn#W, #YVàng Tài Phú#W, #YPhiªu Nguyên Bäo Cao C¤p#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 4)#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF10(Nh¤p chuµt phäi dùng)	65	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	65	0	2005	-1	0
30504779	3	5	4	779	taiwanzhuanyong2_6	L­ Bao Tân Thü (C¤p 70)	SØ døng nh§n: #YQuà Tân Thü C¤p 75#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 4)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 4)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 4)#W, #YHàn Bång Tinh Tiªt#W, #Yºc H°n ThÕch#W, #YCông Lñc Ðan#W, #YLân Mµc Ti­n#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF11(Nh¤p chuµt phäi dùng)	70	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	70	0	2005	-1	0
30504780	3	5	4	780	taiwanzhuanyong2_7	L­ Bao Tân Thü (C¤p 75)	SØ døng nh§n: #YQuà Tân Thü C¤p 80#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 4)#W, #YMiêu Nhãn ThÕch-Thông Bäo (C¤p 4)#W, #YH± Nhãn ThÕch-Thông Bäo (C¤p 4)#W, #YH°i Thiên Th¥n thÕch#W, #YCông Lñc Ðan#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF12(Nh¤p chuµt phäi dùng)	75	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	75	0	2005	-1	0
30504781	3	5	4	781	taiwanzhuanyong2_8	L­ Bao Tân Thü (C¤p 80)	SØ døng nh§n: #YQuà Tân Thü C¤p 85#W, #YLiên Nhung Th¥n Tiªt C¤p 5#W, #YH°ng Bäo ThÕch-Thông Bäo (C¤p 5)#W, #YPhiªu Nguyên Bäo Cao C¤p#W, #YLong Vån#W, #YChú Vån Huyªt Ng÷c#W, #YNg÷c Long Tüy#W, #YCông Lñc Ðan#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF13(Nh¤p chuµt phäi dùng)	80	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	80	0	2005	-1	0
30504782	3	5	4	782	taiwanzhuanyong2_2	L­ Bao Tân Thü (C¤p 85)	SØ døng nh§n: #YTrÑng Trân Thú: NgÕo Vân Thß½ng Long#W, #YPhiªu Nguyên Bäo Cao C¤p#W, #YTh¥n Binh Phù C¤p 1#W, #YXuyªt Long ThÕch#W, #YLy Höa#W, #YKim Tinh ThÕch#W, #YNgû Hành Pháp Thi®p#W, #YHuy«n Binh ThÕch#W, #YCông Lñc Ðan#W.#r#cff9900Chú ý: Ðªn ÐÕi Lý Cung Thái Vân ð¬ tham gia hoÕt ðµng t£ng l­ bao.#r#c00FF14(Nh¤p chuµt phäi dùng)	85	4	1	12	1	889034	197	1	-1	-1	-1	4	Ð£c bi®t	85	0	2005	-1	0
30504784	3	5	4	784	Buff1_16	Siêu C¤p Trùng Lâu Ðan	Trong #YL­ Hµi Trùng Lâu#W s¨ cho ra siêu c¤p th¥n khí, M²i l¥n sØ døng thì s¨ giúp cho chính mình tång thêm 1 cái #GBUFF Trùng Lâu#W có th¬ kéo dài #Y3 ngày#W. BUFF Trùng Lâu này s¨ là 1 trong #Y8 loÕi#W BUFF nhß sau: #GTrùng Lâu Liên#W, #GTrùng Lâu Ð¾i#W, #GTrùng Lâu Gi¾i#W, #GTrùng Lâu Ng÷c#W, #GTrùng Lâu Kiên#W, #GTrùng Lâu Tri®u#W, #GTrùng Lâu Quy#W, #GTrùng Lâu Phän#W. Th¶i gian h°i phøc cüa v§t ph¦m này là 3h, t±ng cµng có th¬ dùng ðßþc 8 l¥n, sau m²i l¥n sØ døng thì BUFF m¾i s¨ thay thª BUFF cû cüa l¥n trß¾c. #r#c00FF00 (Chuµt phäi sØ døng)	1	4	1	34	1	46012	2402	0	-1	-1	-1	4	ÐÕo cø hoÕt ðµng	1	0	2005	-1	0
30504785	3	5	4	785	taiwanzhuanyong_15	 Siêu C¤p Kinh Nghi®m Ðan (30)	HoÕt ðµng #YTranh ÐoÕt Siêu C¤p Kinh Nghi®m Ðan#W s¨ cho ra loÕi v§t ph¦m Siêu C¤p Kinh Nghi®m Ðan, th¶i gian h°i phøc cüa v§t ph¦m này là #Y2h#W, t±ng cµng có th¬ dùng ðßþc #Y40 l¥n#W, l¥n ð¥u tiên dùng s¨ nh§n ðßþc khoäng #G400.000 Ði¬m Kinh Nghi®m#W, Ði¬m Kinh Nghi®m này s¨ tång theo thÑ tñ, t±ng cµng có th¬ mang ðªn cho các hÕ khoäng #G30.000.000 Ði¬m Kinh Nghi®m#W. #r#c00FF00 (Chuµt phäi sØ døng)	30	4	1	34	1	46010	2403	0	-1	-1	-1	4	ÐÕo cø hoÕt ðµng	30	0	2005	-1	0
30504786	3	5	4	786	taiwanzhuanyong_16	 Siêu C¤p Kinh Nghi®m Ðan (50)	HoÕt ðµng #YTranh ÐoÕt Siêu C¤p Kinh Nghi®m Ðan#W s¨ cho ra loÕi v§t ph¦m Siêu C¤p Kinh Nghi®m Ðan, th¶i gian h°i phøc cüa v§t ph¦m này là #Y2h#W, t±ng cµng có th¬ dùng ðßþc #Y40 l¥n#W, l¥n ð¥u tiên dùng s¨ nh§n ðßþc khoäng #G3.000.000 Ði¬m Kinh Nghi®m#W, Ði¬m Kinh Nghi®m này s¨ tång theo thÑ tñ, t±ng cµng có th¬ mang ðªn cho các hÕ khoäng #G250.000.000 Ði¬m Kinh Nghi®m#W. M²i l¥n sØ døng phäi tiêu hao #G1 Kim Nguyên Bäo#W. #r#c00FF00 (Chuµt phäi sØ døng)	50	4	1	34	1	46010	2404	0	-1	-1	-1	4	ÐÕo cø hoÕt ðµng	50	0	2005	-1	0
30504787	3	5	4	787	taiwanzhuanyong2_1	 Siêu C¤p Kinh Nghi®m Ðan (80)	HoÕt ðµng #YTranh ÐoÕt Siêu C¤p Kinh Nghi®m Ðan#W s¨ cho ra loÕi v§t ph¦m Siêu C¤p Kinh Nghi®m Ðan, th¶i gian h°i phøc cüa v§t ph¦m này là #Y20h#W, t±ng cµng có th¬ dùng ðßþc #Y40 l¥n#W, l¥n ð¥u tiên dùng s¨ nh§n ðßþc khoäng #G10.000.000 Ði¬m Kinh Nghi®m#W, Ði¬m Kinh Nghi®m này s¨ tång theo thÑ tñ, t±ng cµng có th¬ mang ðªn cho các hÕ khoäng #G830.000.000 Ði¬m Kinh Nghi®m#W. M²i l¥n sØ døng phäi tiêu hao #G2 Kim Nguyên Bäo#W. #r#c00FF00 (Chuµt phäi sØ døng)	80	4	1	34	1	46010	2405	0	-1	-1	-1	4	ÐÕo cø hoÕt ðµng	80	0	2005	-1	0
30504798	3	5	4	798	taiwanzhuanyong3_5	Trùng Lâu Chuy¬n Ðän	Sau khi dùng s¨ có c½ hµi nh§n ðßþc #YTrùng Lâu Ð¾i (Không khóa)#W, #YTrùng Lâu Phän#W, #YMÕo TØ, Hµ Uy¬n, Gi¾i Chï, Hµ Phù 8 Sao#W, #YThú CßÞi: Siêu C¤p ¿ng Long Huy­n H°n#W, #YKim Tàm Ti#W, #YÐiêu Vån Ð° Tß¶ng#W. (Chuµt phäi sØ døng)	1	4	1	5	1	889040	197	1	-1	-1	-1	4	ÐÕo cø ð£c thù	10	0	2005	-1	0
30504802	3	5	4	802	MakeMaterial11_13	Bàn C± Thiên-ThÕch	Là loÕi v§t ph¦m có giá tr¸ r¤t cao, tß½ng truy«n ðây là loÕi thÕch ðßþc r½i ra t× Bàn C± Chi Linh-Thiên. Khi t§p hþp ðü s¯ lßþng thì có th¬ ðªn #GTô Châu (251, 194) ch² Hoàng Bäng#W ð¬ ð±i l¤y #Ydanh hi®u ð£c bi®t#W.	1	4	1	30	99	-1	-1	1	-1	-1	-1	-1	ÐÕo cø ð£c thù	1	0	2005	-1	0
30504803	3	5	4	803	MakeMaterial11_8	Bàn C± Ð¸a-ThÕch	Là loÕi v§t ph¦m có giá tr¸ r¤t cao, tß½ng truy«n ðây là loÕi thÕch ðßþc r½i ra t× Bàn C± Chi Linh-Ð¸a. Khi t§p hþp ðü s¯ lßþng thì có th¬ ðªn #GTô Châu (251, 194) ch² Hoàng Bäng#W ð¬ ð±i l¤y #Ydanh hi®u ð£c bi®t#W.	1	4	1	30	99	-1	-1	1	-1	-1	-1	-1	ÐÕo cø ð£c thù	1	0	2005	-1	0
30504806	3	5	4	806	taiwanzhuanyong3_5	Quang Minh Chuy¬n Ðän	Sau khi dùng s¨ có c½ hµi nh§n ðßþc #YTrùng Lâu Ð¾i ( Không khóa)#W, #YTrùng Lâu Tri®u#W, #Y7 Sao và 8 Sao-Yêu Ðai, Gi¾i TØ, Hµ Phù#W, #YThú CßÞi: Siêu C¤p Thß½ng Häi Long Câu#W, #YKim Tàm Ti#W, #YH°i Thiên Th¥n ThÕch#W và các v§t ph§m giá tr¸ khác. (Chuµt phäi sØ døng)	1	4	1	5	1	889040	197	1	-1	-1	-1	4	ÐÕo cø ð£c thù	10	0	2005	-1	0
30504814	3	3	8	62	PeiFang_6	KÜ thu§t: Nguy®t BÕch Hß½ng Câu	Sau khi h÷c xong kÜ thu§t này là có th¬ cßÞi ðßþc Nguy®t BÕch Hß½ng Câu. #r#c00FF01(Chuµt phäi ð¬ h÷c)	1	60000	1	9	1	713501	55	1	38	1	-1	4	KÜ Thu§t	3	532	2005	-1	0
30504815	3	5	4	815	taiwanzhuanyong3_5	Nguy®t BÕch Chuy¬n Ðän	Sau khi dùng s¨ có c½ hµi nh§n ðßþc #Gthú cßÞi: Siêu C¤p Nguy®t BÕch Hß½ng Câu #Y(thú cßÞi ðôi, cµng thêm thuµc tính, t¯c ðµ di chuy¬n+85%)#W, #GTrùng Lâu Ð¾i#W, #GTrùng Lâu Phän#W, #GKim Tàm Ty#W, #GKim Tinh ThÕch#W, #GLy Höa#W, #GÐiêu Vån Ð° Tß¶ng#W và các v§t ph¦m giá tr¸ khác. (Chuµt phäi sØ døng)	1	4	1	5	1	889040	78	1	-1	-1	-1	4	ÐÕo cø ð£c thù	10	0	2005	-1	0
