INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
1005	ÐÕi T¯ng Quân S¥m ð° tß¶ng	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	5	30000	335134	-1	SØ døng #G Liên Nhung Th¥n Tiªt C¤p 7 #W chª tÕo thành cây #Y Th¥n Khí: ÐÕi T¯ng Quân S¥m #W c¤p 102, phø trþ thêm kÛ nång làm giäm ði nµi lñc cüa ð¯i phß½ng, thích hþp v¾i nhæng ð® tØ phái Tiêu Dao.	-1	-1
1006	ÐÕi T¯ng Quân S¥m ð° tß¶ng	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	5	30000	335134	-1	SØ døng #G Liên Nhung Th¥n Tiªt C¤p 7 #W chª tÕo thành cây #Y Th¥n Khí: ÐÕi T¯ng Quân S¥m #W c¤p 102, phø trþ thêm kÛ nång hß nhßþc, thích hþp v¾i nhæng ð® tØ phái Tiêu Dao.	-1	-1
1007	T¸ch di®t äo ph§t uy¬n ð° tß¶ng	10514090	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo thành #Y T¸ch di®t äo ph§t uy¬n #W. #rTrang b¸ thích hþp cho ð® tØ phái Thiªu Lâm. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1008	Ph¥n tiên thiên sát uy¬n ð° tß¶ng	10514091	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo thành #Y Ph¥n tiên thiên sát uy¬n #W. #rTrang b¸ thích hþp cho ð® tØ phái Minh Giáo. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1009	Khiªu thiên toä vân uy¬n ð° tß¶ng	10514092	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo thành #Y Khiªu thiên toä vân uy¬n #W. #rTrang b¸ thích hþp cho ð® tØ phái Cái Bang. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1010	Tru ma phong huy«n uy¬n ð° tß¶ng	10514093	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo thành #Y Tru ma phong huy«n uy¬n #W. #rTrang b¸ thích hþp cho ð® tØ phái Võ Ðang. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1011	Bích th¥n h°i tâm uy¬n ð° tß¶ng	10514094	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo thành #Y Bích th¥n h°i tâm uy¬n #W. #rTrang b¸ thích hþp cho ð® tØ phái Nga Mi. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1012	C¯t linh ph® h°n uy¬n ð° tß¶ng	10514095	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo thành #Y C¯t linh ph® h°n uy¬n #W. #rTrang b¸ thích hþp cho ð® tØ phái Tinh Túc. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1013	Thiên ¦n cúcc lôi uy¬n ð° tß¶ng	10514096	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo thành #Y Thiên ¦n cúc lôi uy¬n #W. #rTrang b¸ thích hþp cho ð® tØ phái Thiên S½n. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1014	Tiên d§t th¥n ¦n uy¬n ð° tß¶ng	10514097	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo thành #Y Tiên d§t th¥n ¦n uy¬n #W. #rTrang b¸ thích hþp cho ð® tØ phái Tiêu Dao. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1015	Ô nh§t bích vân uy¬n ð° tß¶ng	10514098	1	5	1	20310111	4	20105010	64	20103082	48	20308140	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	23	10000	-1	-1	Chª tÕo thành #Y Ô nh§t bích vân uy¬n #W. #rTrang b¸ thích hþp cho ð® tØ phái Thiên Long. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1016	T¸ch di®t äo ph§t kiên ð° tß¶ng	10515090	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo thành #Y T¸ch di®t äo ph§t kiên #W. #rTrang b¸ thích hþp cho ð® tØ phái Thiªu Lâm. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1017	Ph¥n tiên thiên sát kiên ð° tß¶ng	10515091	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo thành #Y Ph¥n tiên thiên sát kiên #W. #rTrang b¸ thích hþp cho ð® tØ phái Minh Giáo. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1018	Khiªu thiên toä vân kiên ð° tß¶ng	10515092	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo thành #Y Khiªu thiên toä vân kiên #W. #rTrang b¸ thích hþp cho ð® tØ phái Cái Bang. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1019	Tru ma phong huy«n kiên ð° tß¶ng	10515093	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo thành #Y Tru ma phong huy«n kiên #W. #rTrang b¸ thích hþp cho ð® tØ phái Võ Ðang. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1020	Bích th¥n h°i tâm kiên ð° tß¶ng	10515094	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo thành #Y Bích th¥n h°i tâm kiên #W. #rTrang b¸ thích hþp cho ð® tØ phái Nga Mi. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1021	C¯t linh ph® h°n kiên ð° tß¶ng	10515095	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo thành #Y C¯t linh ph® h°n kiên #W. #rTrang b¸ thích hþp cho ð® tØ phái Tinh Túc. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1022	Thiên ¦n cúc lôi kiên ð° tß¶ng	10515096	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo thành #Y Thiên ¦n cúc lôi kiên #W. #rTrang b¸ thích hþp cho ð® tØ phái Thiên S½n. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1023	Tiên d§t th¥n ¦n kiên ð° tß¶ng	10515097	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo thành #Y Tiên d§t th¥n ¦n kiên #W. #rTrang b¸ thích hþp cho ð® tØ phái Tiêu Dao. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1024	Ô nh§t bích vân kiên ð° tß¶ng	10515098	1	5	1	20310111	4	20105010	64	20103082	48	20308150	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	24	10000	-1	-1	Chª tÕo thành #Y Ô nh§t bích vân kiên #W. #rTrang b¸ thích hþp cho ð® tØ phái Thiên Long. #r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc)	7	-1
1025	T¸ch Di®t Yêu Hoàn ð° tß¶ng	10521090	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tác #YT¸ch Di®t Yêu Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Thiªu Lâm.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1026	Ph¥n Tiên Yêu Hoàn ð° tß¶ng	10521091	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tác #YPh¥n Tiên Yêu Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Minh Giáo.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1027	Khiªu Thiên Yêu Hoàn ð° tß¶ng	10521092	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tác #YKhiªu Thiên Yêu Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Cái Bang.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1028	Trø Ma Yêu Hoàn ð° tß¶ng	10521093	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tác #YTrø Ma Yêu Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Võ Ðang.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1029	Bích Th¥n Yêu Hoàn ð° tß¶ng	10521094	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tác #YBích Th¥n Yêu Hoàn #W. #rTrang b¸ phù hþp v¾i ð® tØ Nga Mi.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1030	C¯t Linh Yêu Hoàn ð° tß¶ng	10521095	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tác #YC¯t Linh Yêu Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Tinh Túc.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1031	Thiên ¦n Yêu Hoàn ð° tß¶ng	10521096	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tác #YThiên ¦n Yêu Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Thiên S½n.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1032	Tiên D§t Yên Hoàn ð° tß¶ng	10521097	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tác #YTiên D§t Yên Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Tiêu Dao.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1033	Ô Nh§t Yêu Hoàn ð° tß¶ng	10521098	1	5	1	20310111	4	20105010	64	20103082	48	20308160	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	25	10000	-1	-1	Chª tác #YÔ Nh§t Yêu Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Thiên Long.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1034	T¸ch Di®t Ph§t Gi¾i ð° tß¶ng	10522090	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tác #YT¸ch Di®t Ph§t Gi¾i #W. #rTrang b¸ phù hþp v¾i ð® tØ Thiªu Lâm.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1035	Ph¥n Tiên Chi Tinh ð° tß¶ng	10522091	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tác #YPh¥n Tiên Chi Tinh #W. #rTrang b¸ phù hþp v¾i ð® tØ Minh Giáo.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1036	Khiªu Thiên Hµ Gi¾i ð° tß¶ng	10522092	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tác #YKhiªu Thiên Hµ Gi¾i#W. #rTrang b¸ phù hþp v¾i ð® tØ Cái Bang.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1037	Tru Ma Huy«n Gi¾i ð° tß¶ng	10522093	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tác #YTru Ma Huy«n Gi¾i #W. #rTrang b¸ phù hþp v¾i ð® tØ Võ Ðang.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1038	Bích Th¥n Chï Hoàn ð° tß¶ng	10522094	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tác #YBích Th¥n Chï Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Nga Mi.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1039	C¯t Linh Pháp H°n ð° tß¶ng	10522095	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tác #YC¯t Linh Pháp H°n#W. #rTrang b¸ phù hþp v¾i ð® tØ Tinh Túc.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1040	Thiên †n Chï Hoàn ð° tß¶ng	10522096	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tác #YThiên †n Chï Hoàn #W. #rTrang b¸ phù hþp v¾i ð® tØ Thiên S½n.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1041	Tiên D§t Pháp Gi¾i ð° tß¶ng	10522097	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tác #YTiên D§t Pháp Gi¾i #W. #rTrang b¸ phù hþp v¾i ð® tØ Tiêu Dao.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1042	Ô Nh§t Chï Hoàn ð° tß¶ng	10522098	1	6	1	20310111	4	20103010	69	20103094	138	20308120	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	12	10000	-1	-1	Chª tác #YÔ Nh§t Chï Hoàn#W. #rTrang b¸ phù hþp v¾i ð® tØ Thiên Long.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1043	T¸ch Di®t Hµ Phù ð° tß¶ng	10523090	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tác #YT¸ch Di®t Hµ Phù #W. #rTrang b¸ phù hþp v¾i ð® tØ Thiêu Lâm.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1044	Khiªu Thiên Pháp Phù  ð° tß¶ng	10523091	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tác #YKhiªu Thiên Pháp Phù #W. #rTrang b¸ phù hþp v¾i ð® tØ Minh Giáo.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1045	Khiªu Thiên Pháp Phù ð° tß¶ng	10523092	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tác #YKhiªu Thiên Pháp Phù #W. #rTrang b¸ phù hþp v¾i ð® tØ Cái Bang.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1046	Tru Ma Huy«n Phù ð° tß¶ng	10523093	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tác #YTru Ma Huy«n Phù #W. #rTrang b¸ phù hþp v¾i ð® tØ Võ Ðang.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1047	Bích Th¥n Hµ Phù ð° tß¶ng	10523094	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tác #YBích Th¥n Hµ Phù #W. #rTrang b¸ phù hþp v¾i ð® tØ Nga Mi.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1048	C¯t Linh Tàn Phách ð° tß¶ng	10523095	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tác #YC¯t Linh Tàn Phách#W. #rTrang b¸ phù hþp v¾i ð® tØ Tinh Túc.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1049	Thiên †n Hµ Phù ð° tß¶ng	10523096	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tác #YThiên †n Hµ Phù#W. #rTrang b¸ phù hþp v¾i ð® tØ Thiên S½n.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1050	Tiên D§t Pháp Phù ð° tß¶ng	10523097	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tác #YTiên D§t Pháp Phù#W. #rTrang b¸ phù hþp v¾i ð® tØ Tiêu Dao.#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1051	Ô Nh§t Hµ Phù ð° tß¶ng	10523098	1	6	1	20310111	4	20103010	69	20103094	138	20308130	1	-1	-1	150	-1	-1	-1	-1	-1	-1	0	0	13	10000	-1	-1	Chª tác #YÔ Nh§t Hµ Phù#W. #rTrang b¸ phù hþp v¾i ð® tØ Thiên Long .#r#c54FF00 (tiêu hao 150 ði¬m hoÕt lñc) 	7	-1
1052	Phá H°n ð° tß¶ng	10222031	1	6	7	20103008	56	20103092	108	20308118	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
1053	Phßþng Vû ð° tß¶ng	10222032	1	6	7	20103008	56	20103092	108	20308118	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
1054	Phá Thiên ð° tß¶ng	10222033	1	6	8	20103009	63	20103093	126	20308119	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
1055	Sß½ng Hi¬u ð° tß¶ng	10222034	1	6	8	20103009	63	20103093	126	20308119	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
1056	Kinh Tâm ð° tß¶ng	10222035	1	6	9	20103010	69	20103094	138	20308120	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
1057	Hoành Ð¸ch ð° tß¶ng	10222036	1	6	9	20103010	69	20103094	138	20308120	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
1058	Nguy®t TÕ  ð° tß¶ng	10223031	1	6	7	20103008	56	20103092	108	20308128	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
1059	¿ng Dß½ng ð° tß¶ng	10223032	1	6	7	20103008	56	20103092	108	20308128	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
1060	Khinh Hàn ð° tß¶ng	10223033	1	6	8	20103009	63	20103093	126	20308129	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
1061	Túy Vû ð° tß¶ng	10223034	1	6	8	20103009	63	20103093	126	20308129	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
1062	Bích Lân ð° tß¶ng	10223035	1	6	9	20103010	69	20103094	138	20308130	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
1063	Thi¬n Lang ð° tß¶ng	10223036	1	6	9	20103010	69	20103094	138	20308130	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
1064	Phá H°n ð° tß¶ng	10222031	1	48	1	20308118	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
1065	Phßþng Vû ð° tß¶ng	10222032	1	48	1	20308118	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
1066	Phá Thiên ð° tß¶ng	10222033	1	48	1	20308119	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
1067	Sß½ng Hi¬u ð° tß¶ng	10222034	1	48	1	20308119	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
1068	Kinh Tâm ð° tß¶ng	10222035	1	48	1	20308120	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
1069	Hoành Ð¸ch ð° tß¶ng	10222036	1	48	1	20308120	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
1070	Nguy®t TÕ  ð° tß¶ng	10223031	1	48	1	20308128	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
1071	¿ng Dß½ng ð° tß¶ng	10223032	1	48	1	20308128	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
1072	Khinh Hàn ð° tß¶ng	10223033	1	48	1	20308129	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
1073	Túy Vû ð° tß¶ng	10223034	1	48	1	20308129	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
1074	Bích Lân ð° tß¶ng	10223035	1	48	1	20308130	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
1075	Thi¬n Lang ð° tß¶ng	10223036	1	48	1	20308130	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
1076	Thái công ðiªu ð° tß¶ng	10100032	1	4	1	10100031	1	20502001	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	0	1	3000	-1	-1	Thái công ðiªu chª tác trong truy«n thuyªt	7	-1
1077	KÜ Thu§t: Niên Thú	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Niên Thú	-1	-1
1078	KÜ Thu§t: Hoa Xa	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Hoa Xa	-1	-1
1079	KÜ Thu§t: Hoàn Chuy¬n Mµc Mã	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Hoàn Chuy¬n Mµc Mã	-1	-1
1080	 KÜ Thu§t: BÕch Vân	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	 KÜ Thu§t: BÕch Vân	-1	-1
1081	 KÜ Thu§t: H¡c Th±	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	 KÜ Thu§t: H¡c Th±	-1	-1
1082	Häi ngoÕi dùng	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	 KÜ Thu§t: H¡c Th±	-1	-1
1083	KÜ Thu§t: Cñ Viên	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Cñ Viên	-1	-1
1084	KÜ Thu§t: Lßu Ly Phøng 	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Lßu Ly Phøng 	-1	-1
1085	KÜ Thu§t: Ngân Nguy®t Lang	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Ngân Nguy®t Lang	-1	-1
1086	KÜ Thu§t: Li®t Di®m Sß 	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Li®t Di®m Sß 	-1	-1
