INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1109	13605	50	-1	6999	50	-1	110	13	-1	110	13	-1	110	13	-1	110	13	-1	7	1202	50	50	1197	50	50	13	1202	50	50	1197	50	50	13	-1	-1	1338	446	11	-1	-1	-1	-1	125	125	124	124	73	11	25	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
1110	13725	50	-1	7060	50	-1	111	13	-1	111	13	-1	111	13	-1	111	13	-1	7	1212	50	50	1207	50	50	13	1212	50	50	1207	50	50	13	-1	-1	1350	450	11	-1	-1	-1	-1	126	126	125	125	74	11	25	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
1111	13846	50	-1	7122	50	-1	112	13	-1	112	13	-1	112	13	-1	112	13	-1	7	1223	50	50	1218	50	50	13	1223	50	50	1218	50	50	13	-1	-1	1362	454	12	-1	-1	-1	-1	128	128	127	127	75	12	25	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
1112	13966	50	-1	7184	50	-1	113	13	-1	113	13	-1	113	13	-1	113	13	-1	7	1234	50	50	1228	50	50	13	1234	50	50	1228	50	50	13	-1	-1	1374	458	12	-1	-1	-1	-1	129	129	128	128	76	12	26	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
1113	14087	50	-1	7246	50	-1	114	13	-1	114	13	-1	114	13	-1	114	13	-1	7	1244	50	50	1239	50	50	13	1244	50	50	1239	50	50	13	-1	-1	1386	462	12	-1	-1	-1	-1	130	130	129	129	78	12	26	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
1114	14207	50	-1	7308	50	-1	115	13	-1	115	13	-1	115	13	-1	115	13	-1	7	1255	50	50	1250	50	50	13	1255	50	50	1250	50	50	13	-1	-1	1398	466	12	-1	-1	-1	-1	131	131	130	130	79	12	26	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
1115	14328	50	-1	7370	50	-1	116	13	-1	116	13	-1	116	13	-1	116	13	-1	7	1265	50	50	1260	50	50	13	1265	50	50	1260	50	50	13	-1	-1	1410	470	12	-1	-1	-1	-1	132	132	131	131	80	12	27	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
1116	14448	50	-1	7432	50	-1	117	13	-1	117	13	-1	117	13	-1	117	13	-1	7	1276	50	50	1271	50	50	13	1276	50	50	1271	50	50	13	-1	-1	1422	474	13	-1	-1	-1	-1	133	133	132	132	81	13	27	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
1117	14569	50	-1	7494	50	-1	118	14	-1	118	14	-1	118	14	-1	118	14	-1	7	1287	50	50	1282	50	50	14	1287	50	50	1282	50	50	14	-1	-1	1434	478	13	-1	-1	-1	-1	134	134	133	133	83	13	28	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1118	14689	50	-1	7556	50	-1	119	14	-1	119	14	-1	119	14	-1	119	14	-1	7	1297	50	50	1292	50	50	14	1297	50	50	1292	50	50	14	-1	-1	1446	482	13	-1	-1	-1	-1	135	135	134	134	84	13	28	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1119	14810	50	-1	7618	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1308	50	50	1303	50	50	14	1308	50	50	1303	50	50	14	-1	-1	1458	486	13	-1	-1	-1	-1	136	136	135	135	85	13	28	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1120	14930	50	-1	7679	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1319	50	50	1314	50	50	14	1319	50	50	1314	50	50	14	-1	-1	1470	490	13	-1	-1	-1	-1	137	137	136	136	86	13	29	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1121	15051	50	-1	7741	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1329	50	50	1324	50	50	14	1329	50	50	1324	50	50	14	-1	-1	1482	494	14	-1	-1	-1	-1	139	139	138	138	88	14	29	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1122	15171	50	-1	7803	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1340	50	50	1335	50	50	14	1340	50	50	1335	50	50	14	-1	-1	1494	498	14	-1	-1	-1	-1	140	140	139	139	89	14	30	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1123	15292	50	-1	7865	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1351	50	50	1346	50	50	14	1351	50	50	1346	50	50	14	-1	-1	1506	502	14	-1	-1	-1	-1	141	141	140	140	90	14	30	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1124	15412	50	-1	7927	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1361	50	50	1356	50	50	14	1361	50	50	1356	50	50	14	-1	-1	1518	506	14	-1	-1	-1	-1	142	142	141	141	92	14	30	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1125	15533	50	-1	7989	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1372	50	50	1367	50	50	14	1372	50	50	1367	50	50	14	-1	-1	1530	510	14	-1	-1	-1	-1	143	143	142	142	93	14	31	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1126	15653	50	-1	8051	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1383	50	50	1378	50	50	14	1383	50	50	1378	50	50	14	-1	-1	1542	514	15	-1	-1	-1	-1	144	144	143	143	94	15	31	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1127	15774	50	-1	8113	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1393	50	50	1388	50	50	14	1393	50	50	1388	50	50	14	-1	-1	1554	518	15	-1	-1	-1	-1	145	145	144	144	96	15	32	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1128	15894	50	-1	8175	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1404	50	50	1399	50	50	14	1404	50	50	1399	50	50	14	-1	-1	1566	522	15	-1	-1	-1	-1	146	146	145	145	97	15	32	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1129	16015	50	-1	8237	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1415	50	50	1409	50	50	14	1415	50	50	1409	50	50	14	-1	-1	1578	526	15	-1	-1	-1	-1	147	147	146	146	98	15	33	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1130	16135	50	-1	8298	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1425	50	50	1420	50	50	14	1425	50	50	1420	50	50	14	-1	-1	1590	530	15	-1	-1	-1	-1	148	148	147	147	100	15	33	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1131	16256	50	-1	8360	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1436	50	50	1431	50	50	14	1436	50	50	1431	50	50	14	-1	-1	1602	534	16	-1	-1	-1	-1	150	150	149	149	101	16	33	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1132	16376	50	-1	8422	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1446	50	50	1441	50	50	14	1446	50	50	1441	50	50	14	-1	-1	1614	538	16	-1	-1	-1	-1	151	151	150	150	102	16	34	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1133	16497	50	-1	8484	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1457	50	50	1452	50	50	14	1457	50	50	1452	50	50	14	-1	-1	1626	542	16	-1	-1	-1	-1	152	152	151	151	104	16	34	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1134	16617	50	-1	8546	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1468	50	50	1463	50	50	14	1468	50	50	1463	50	50	14	-1	-1	1638	546	16	-1	-1	-1	-1	153	153	152	152	105	16	35	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1135	16738	50	-1	8608	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1478	50	50	1473	50	50	14	1478	50	50	1473	50	50	14	-1	-1	1650	550	17	-1	-1	-1	-1	154	154	153	153	107	17	35	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1136	16858	50	-1	8670	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1489	50	50	1484	50	50	14	1489	50	50	1484	50	50	14	-1	-1	1662	554	17	-1	-1	-1	-1	155	155	154	154	108	17	36	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1137	16979	50	-1	8732	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1500	50	50	1495	50	50	14	1500	50	50	1495	50	50	14	-1	-1	1674	558	17	-1	-1	-1	-1	156	156	155	155	110	17	36	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1138	17099	50	-1	8794	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1510	50	50	1505	50	50	14	1510	50	50	1505	50	50	14	-1	-1	1686	562	17	-1	-1	-1	-1	157	157	156	156	111	17	37	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1139	17220	50	-1	8856	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1521	50	50	1516	50	50	14	1521	50	50	1516	50	50	14	-1	-1	1698	566	17	-1	-1	-1	-1	158	158	157	157	113	17	37	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1140	17340	50	-1	8917	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1532	50	50	1527	50	50	14	1532	50	50	1527	50	50	14	-1	-1	1710	570	18	-1	-1	-1	-1	159	159	158	158	114	18	38	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1141	17461	50	-1	8979	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1542	50	50	1537	50	50	14	1542	50	50	1537	50	50	14	-1	-1	1722	574	18	-1	-1	-1	-1	161	161	160	160	116	18	38	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1142	17581	50	-1	9041	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1553	50	50	1548	50	50	14	1553	50	50	1548	50	50	14	-1	-1	1734	578	18	-1	-1	-1	-1	162	162	161	161	117	18	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1143	17702	50	-1	9103	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1564	50	50	1559	50	50	14	1564	50	50	1559	50	50	14	-1	-1	1746	582	18	-1	-1	-1	-1	163	163	162	162	119	18	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1144	17822	50	-1	9165	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1574	50	50	1569	50	50	14	1574	50	50	1569	50	50	14	-1	-1	1758	586	19	-1	-1	-1	-1	164	164	163	163	120	19	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1145	17943	50	-1	9227	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1585	50	50	1580	50	50	14	1585	50	50	1580	50	50	14	-1	-1	1770	590	19	-1	-1	-1	-1	165	165	164	164	122	19	40	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1146	18063	50	-1	9289	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1596	50	50	1590	50	50	14	1596	50	50	1590	50	50	14	-1	-1	1782	594	19	-1	-1	-1	-1	166	166	165	165	123	19	40	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1147	18184	50	-1	9351	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1606	50	50	1601	50	50	14	1606	50	50	1601	50	50	14	-1	-1	1794	598	19	-1	-1	-1	-1	167	167	166	166	125	19	41	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1148	18304	50	-1	9413	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1617	50	50	1612	50	50	14	1617	50	50	1612	50	50	14	-1	-1	1806	602	20	-1	-1	-1	-1	168	168	167	167	126	20	41	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1149	18425	50	-1	9475	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1627	50	50	1622	50	50	14	1627	50	50	1622	50	50	14	-1	-1	1818	606	20	-1	-1	-1	-1	169	169	168	168	128	20	42	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
1150	18545	50	-1	9536	50	-1	120	14	-1	120	14	-1	120	14	-1	120	14	-1	7	1638	50	50	1633	50	50	14	1638	50	50	1633	50	50	14	-1	-1	1830	610	20	-1	-1	-1	-1	170	170	169	169	129	20	42	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2001	591	50	-1	313	50	-1	3	1	-1	3	1	-1	3	1	-1	3	1	-1	1	52	50	50	47	50	50	1	52	50	50	47	50	50	1	-1	-1	42	14	2	-1	-1	-1	-1	10	10	10	10	10	2	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1
2002	711	50	-1	375	50	-1	3	1	-1	3	1	-1	3	1	-1	3	1	-1	1	62	50	50	57	50	50	1	62	50	50	57	50	50	1	-1	-1	54	18	2	-1	-1	-1	-1	20	20	20	20	20	2	2	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1
2003	832	50	-1	437	50	-1	3	1	-1	3	1	-1	3	1	-1	3	1	-1	1	73	50	50	68	50	50	1	73	50	50	68	50	50	1	-1	-1	66	22	2	-1	-1	-1	-1	30	30	30	30	30	2	2	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1
2004	952	50	-1	499	50	-1	3	1	-1	3	1	-1	3	1	-1	3	1	-1	1	84	50	50	79	50	50	1	84	50	50	79	50	50	1	-1	-1	78	26	2	-1	-1	-1	-1	40	40	40	40	40	2	2	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1
2005	1073	50	-1	561	50	-1	4	1	-1	4	1	-1	4	1	-1	4	1	-1	1	94	50	50	89	50	50	1	94	50	50	89	50	50	1	-1	-1	90	30	2	-1	-1	-1	-1	50	50	50	50	50	2	2	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1
2006	1193	50	-1	623	50	-1	4	1	-1	4	1	-1	4	1	-1	4	1	-1	1	105	50	50	100	50	50	1	105	50	50	100	50	50	1	-1	-1	102	34	2	-1	-1	-1	-1	60	60	60	60	60	2	2	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1
2007	1314	50	-1	685	50	-1	4	1	-1	4	1	-1	4	1	-1	4	1	-1	1	116	50	50	111	50	50	1	116	50	50	111	50	50	1	-1	-1	114	38	2	-1	-1	-1	-1	70	70	70	70	70	2	3	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1
2008	1434	50	-1	747	50	-1	4	2	-1	4	2	-1	4	2	-1	4	2	-1	1	126	50	50	121	50	50	2	126	50	50	121	50	50	2	-1	-1	126	42	2	-1	-1	-1	-1	80	80	80	80	80	2	3	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1
2009	1555	50	-1	809	50	-1	4	2	-1	4	2	-1	4	2	-1	4	2	-1	1	137	50	50	132	50	50	2	137	50	50	132	50	50	2	-1	-1	138	46	2	-1	-1	-1	-1	90	90	90	90	90	2	3	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1
2010	1675	50	-1	870	50	-1	5	2	-1	5	2	-1	5	2	-1	5	2	-1	2	148	50	50	142	50	50	2	148	50	50	142	50	50	2	-1	-1	150	50	2	-1	-1	-1	-1	100	100	100	100	100	2	3	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1
2011	1796	50	-1	932	50	-1	5	2	-1	5	2	-1	5	2	-1	5	2	-1	2	158	50	50	153	50	50	2	158	50	50	153	50	50	2	-1	-1	162	54	2	-1	-1	-1	-1	110	110	110	110	110	2	3	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1
2012	1916	50	-1	994	50	-1	5	2	-1	5	2	-1	5	2	-1	5	2	-1	2	169	50	50	164	50	50	2	169	50	50	164	50	50	2	-1	-1	174	58	3	-1	-1	-1	-1	120	120	120	120	120	3	4	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1
2013	2037	50	-1	1056	50	-1	5	2	-1	5	2	-1	5	2	-1	5	2	-1	2	179	50	50	174	50	50	2	179	50	50	174	50	50	2	-1	-1	186	62	3	-1	-1	-1	-1	130	130	130	130	130	3	4	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1
2014	2157	50	-1	1118	50	-1	5	2	-1	5	2	-1	5	2	-1	5	2	-1	2	190	50	50	185	50	50	2	190	50	50	185	50	50	2	-1	-1	198	66	3	-1	-1	-1	-1	140	140	140	140	140	3	4	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1
2015	2278	50	-1	1180	50	-1	6	2	-1	6	2	-1	6	2	-1	6	2	-1	2	201	50	50	196	50	50	2	201	50	50	196	50	50	2	-1	-1	210	70	3	-1	-1	-1	-1	150	150	150	150	150	3	4	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1
2016	2398	50	-1	1242	50	-1	6	2	-1	6	2	-1	6	2	-1	6	2	-1	2	211	50	50	206	50	50	2	211	50	50	206	50	50	2	-1	-1	222	74	3	-1	-1	-1	-1	160	160	160	160	160	3	4	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1
2017	2519	50	-1	1304	50	-1	6	3	-1	6	3	-1	6	3	-1	6	3	-1	2	222	50	50	217	50	50	3	222	50	50	217	50	50	3	-1	-1	234	78	3	-1	-1	-1	-1	170	170	170	170	170	3	5	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
2018	2639	50	-1	1366	50	-1	6	3	-1	6	3	-1	6	3	-1	6	3	-1	2	233	50	50	228	50	50	3	233	50	50	228	50	50	3	-1	-1	246	82	3	-1	-1	-1	-1	180	180	180	180	180	3	5	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
2019	2760	50	-1	1428	50	-1	7	3	-1	7	3	-1	7	3	-1	7	3	-1	2	243	50	50	238	50	50	3	243	50	50	238	50	50	3	-1	-1	258	86	3	-1	-1	-1	-1	190	190	190	190	190	3	5	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
2020	2880	50	-1	1489	50	-1	7	3	-1	7	3	-1	7	3	-1	7	3	-1	2	254	50	50	249	50	50	3	254	50	50	249	50	50	3	-1	-1	270	90	3	-1	-1	-1	-1	200	200	200	200	200	3	5	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
2021	3001	50	-1	1551	50	-1	7	3	-1	7	3	-1	7	3	-1	7	3	-1	2	265	50	50	260	50	50	3	265	50	50	260	50	50	3	-1	-1	282	94	3	-1	-1	-1	-1	210	210	210	210	210	3	5	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
2022	3121	50	-1	1613	50	-1	7	3	-1	7	3	-1	7	3	-1	7	3	-1	2	275	50	50	270	50	50	3	275	50	50	270	50	50	3	-1	-1	294	98	3	-1	-1	-1	-1	220	220	220	220	220	3	6	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
2023	3242	50	-1	1675	50	-1	7	3	-1	7	3	-1	7	3	-1	7	3	-1	2	286	50	50	281	50	50	3	286	50	50	281	50	50	3	-1	-1	306	102	3	-1	-1	-1	-1	230	230	230	230	230	3	6	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
2024	3362	50	-1	1737	50	-1	8	3	-1	8	3	-1	8	3	-1	8	3	-1	2	297	50	50	292	50	50	3	297	50	50	292	50	50	3	-1	-1	318	106	4	-1	-1	-1	-1	240	240	240	240	240	4	6	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
2025	3483	50	-1	1799	50	-1	8	3	-1	8	3	-1	8	3	-1	8	3	-1	2	307	50	50	302	50	50	3	307	50	50	302	50	50	3	-1	-1	330	110	4	-1	-1	-1	-1	250	250	250	250	250	4	6	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
2026	3603	50	-1	1861	50	-1	8	4	-1	8	4	-1	8	4	-1	8	4	-1	2	318	50	50	313	50	50	4	318	50	50	313	50	50	4	-1	-1	342	114	4	-1	-1	-1	-1	260	260	260	260	260	4	6	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
2027	3724	50	-1	1923	50	-1	8	4	-1	8	4	-1	8	4	-1	8	4	-1	2	329	50	50	323	50	50	4	329	50	50	323	50	50	4	-1	-1	354	118	4	-1	-1	-1	-1	270	270	270	270	270	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
2028	3844	50	-1	1985	50	-1	8	4	-1	8	4	-1	8	4	-1	8	4	-1	2	339	50	50	334	50	50	4	339	50	50	334	50	50	4	-1	-1	366	122	4	-1	-1	-1	-1	280	280	280	280	280	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
2029	3965	50	-1	2047	50	-1	9	4	-1	9	4	-1	9	4	-1	9	4	-1	3	350	50	50	345	50	50	4	350	50	50	345	50	50	4	-1	-1	378	126	4	-1	-1	-1	-1	290	290	290	290	290	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
2030	4085	50	-1	2108	50	-1	9	4	-1	9	4	-1	9	4	-1	9	4	-1	3	360	50	50	355	50	50	4	360	50	50	355	50	50	4	-1	-1	390	130	4	-1	-1	-1	-1	300	300	300	300	300	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
2031	4206	50	-1	2170	50	-1	9	4	-1	9	4	-1	9	4	-1	9	4	-1	3	371	50	50	366	50	50	4	371	50	50	366	50	50	4	-1	-1	402	134	4	-1	-1	-1	-1	310	310	310	310	310	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
2032	4326	50	-1	2232	50	-1	9	4	-1	9	4	-1	9	4	-1	9	4	-1	3	382	50	50	377	50	50	4	382	50	50	377	50	50	4	-1	-1	414	138	4	-1	-1	-1	-1	320	320	320	320	320	4	8	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
2033	4447	50	-1	2294	50	-1	9	4	-1	9	4	-1	9	4	-1	9	4	-1	3	392	50	50	387	50	50	4	392	50	50	387	50	50	4	-1	-1	426	142	4	-1	-1	-1	-1	330	330	330	330	330	4	8	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
2034	4567	50	-1	2356	50	-1	10	4	-1	10	4	-1	10	4	-1	10	4	-1	3	403	50	50	398	50	50	4	403	50	50	398	50	50	4	-1	-1	438	146	4	-1	-1	-1	-1	340	340	340	340	340	4	8	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
2035	4688	50	-1	2418	50	-1	10	5	-1	10	5	-1	10	5	-1	10	5	-1	3	414	50	50	409	50	50	5	414	50	50	409	50	50	5	-1	-1	450	150	4	-1	-1	-1	-1	350	350	350	350	350	4	8	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2036	4808	50	-1	2480	50	-1	10	5	-1	10	5	-1	10	5	-1	10	5	-1	3	424	50	50	419	50	50	5	424	50	50	419	50	50	5	-1	-1	462	154	4	-1	-1	-1	-1	360	360	360	360	360	4	8	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2037	4929	50	-1	2542	50	-1	10	5	-1	10	5	-1	10	5	-1	10	5	-1	3	435	50	50	430	50	50	5	435	50	50	430	50	50	5	-1	-1	474	158	5	-1	-1	-1	-1	370	370	370	370	370	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2038	5049	50	-1	2604	50	-1	10	5	-1	10	5	-1	10	5	-1	10	5	-1	3	446	50	50	441	50	50	5	446	50	50	441	50	50	5	-1	-1	486	162	5	-1	-1	-1	-1	380	380	380	380	380	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2039	5170	50	-1	2666	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	456	50	50	451	50	50	5	456	50	50	451	50	50	5	-1	-1	498	166	5	-1	-1	-1	-1	390	390	390	390	390	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2040	5290	50	-1	2727	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	467	50	50	462	50	50	5	467	50	50	462	50	50	5	-1	-1	510	170	5	-1	-1	-1	-1	400	400	400	400	400	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2041	5411	50	-1	2789	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	478	50	50	473	50	50	5	478	50	50	473	50	50	5	-1	-1	522	174	5	-1	-1	-1	-1	410	410	410	410	410	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2042	5531	50	-1	2851	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	488	50	50	483	50	50	5	488	50	50	483	50	50	5	-1	-1	534	178	5	-1	-1	-1	-1	420	420	420	420	420	5	10	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2043	5652	50	-1	2913	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	499	50	50	494	50	50	5	499	50	50	494	50	50	5	-1	-1	546	182	5	-1	-1	-1	-1	430	430	430	430	430	5	10	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2044	5772	50	-1	2975	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	510	50	50	504	50	50	6	510	50	50	504	50	50	6	-1	-1	558	186	5	-1	-1	-1	-1	440	440	440	440	440	5	10	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2045	5893	50	-1	3037	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	520	50	50	515	50	50	6	520	50	50	515	50	50	6	-1	-1	570	190	5	-1	-1	-1	-1	450	450	450	450	450	5	10	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
