INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10111005	1	1	11	5	4	38	1	-1	-1	絹絲鞋	14	絹絲做的鞋子，精緻無比，華美舒適。	115	115	130	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	Shoes1_9	鞋	2114	2000	0
10111006	1	1	11	6	4	282	1	-1	-1	錦帛鞋	24	錦帛做的鞋子，美輪美奐，典雅華貴。	195	195	142	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_13	鞋	2115	2000	0
10111007	1	1	11	7	4	291	1	-1	-1	絲綢鞋	24	絲綢做的鞋子，美輪美奐，典雅華貴。	195	195	142	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_13	鞋	2116	2000	0
10111008	1	1	11	8	4	282	1	-1	-1	綾羅鞋	24	綾羅做的鞋子，美輪美奐，典雅華貴。	195	195	142	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_13	鞋	2117	2000	0
10111009	1	1	11	9	4	160	1	-1	-1	狼牙鞋	34	鑲有狼牙的鞋子，初露鋒芒，堅固有力。	365	365	155	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_2	鞋	2118	2000	0
10111010	1	1	11	10	4	179	1	-1	-1	狼爪鞋	34	鑲有狼爪的鞋子，初露鋒芒，堅固有力。	365	365	155	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_2	鞋	2119	2000	0
10111011	1	1	11	11	4	160	1	-1	-1	狼皮鞋	34	狼皮做的鞋子，初露鋒芒，堅固有力。	365	365	155	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_2	鞋	2120	2000	0
10111012	1	1	11	12	4	287	1	-1	-1	虎牙鞋	44	鑲有虎牙的鞋子，鋒芒畢露，霸氣十足。	610	610	167	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_5	鞋	2121	2000	0
10111013	1	1	11	13	4	287	1	-1	-1	虎爪鞋	44	鑲有虎爪的鞋子，鋒芒畢露，霸氣十足。	610	610	167	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_5	鞋	2122	2000	0
10111014	1	1	11	14	4	287	1	-1	-1	虎皮鞋	44	虎皮做的鞋子，鋒芒畢露，霸氣十足。	610	610	167	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_5	鞋	2123	2000	0
10111015	1	1	11	15	4	280	1	-1	-1	蛟龍鞋	54	蛟龍皮和銀絲線合制而成，觸感柔軟，有很強的防禦能力。	950	950	180	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_13	鞋	2124	2000	0
10111016	1	1	11	16	4	280	1	-1	-1	烏蠶鞋	54	烏蠶絲和銀絲線合制而成，觸感柔軟，有很強的防禦能力。	950	950	180	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_13	鞋	2125	2000	0
10111017	1	1	11	17	4	44	1	-1	-1	蒼蟒鞋	54	蟒蛇皮和銀絲線合制而成，觸感柔軟，有很強的防禦能力。	950	950	180	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_14	鞋	2126	2000	0
10111018	1	1	11	18	4	277	1	-1	-1	天樞鞋	64	鞋身繪有天樞星圖，玄妙無比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2127	2000	0
10111019	1	1	11	19	4	277	1	-1	-1	天璣鞋	64	鞋身繪有天璣星圖，玄妙無比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2128	2000	0
10111020	1	1	11	20	4	277	1	-1	-1	天璿鞋	64	鞋身繪有天璿星圖，玄妙無比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2129	2000	0
10111021	1	1	11	21	4	296	1	-1	-1	天權鞋	64	鞋身繪有天權星圖，玄妙無比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2130	2000	0
10111022	1	1	11	22	4	296	1	-1	-1	瑤光鞋	64	鞋身繪有瑤光星圖，玄妙無比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2131	2000	0
10111023	1	1	11	23	4	296	1	-1	-1	開陽鞋	64	鞋身繪有開陽星圖，玄妙無比。	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	鞋	2132	2000	0
10111024	1	1	11	24	4	176	1	-1	-1	貪狼鞋	72	傳為貪狼星君所造，仙氣環繞，光彩奪目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_13	鞋	2133	2000	0
10111025	1	1	11	25	4	176	1	-1	-1	巨門鞋	72	傳為巨門星君所造，仙氣環繞，光彩奪目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_13	鞋	2134	2000	0
10111026	1	1	11	26	4	162	1	-1	-1	祿存鞋	72	傳為祿存星君所造，仙氣環繞，光彩奪目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_11	鞋	2135	2000	0
10111027	1	1	11	27	4	162	1	-1	-1	文曲鞋	72	傳為文曲星君所造，仙氣環繞，光彩奪目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_11	鞋	2136	2000	0
10111028	1	1	11	28	4	34	1	-1	-1	破軍鞋	72	傳為破軍星君所造，仙氣環繞，光彩奪目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes1_7	鞋	2137	2000	0
10111029	1	1	11	29	4	34	1	-1	-1	武曲鞋	72	傳為武曲星君所造，仙氣環繞，光彩奪目。	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes1_7	鞋	2138	2000	0
10111030	1	1	11	30	4	152	1	-1	-1	如來鞋	77	如來佛祖遺落世間的鞋子，經文護體，刀槍不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2139	2000	0
10111031	1	1	11	31	4	152	1	-1	-1	龍女鞋	77	東海龍女遺落世間的鞋子，經文護體，刀槍不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2140	2000	0
10111032	1	1	11	32	4	152	1	-1	-1	聖武鞋	77	聖武真君遺落世間的鞋子，經文護體，刀槍不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2141	2000	0
10111033	1	1	11	33	4	152	1	-1	-1	達摩鞋	77	達摩祖師遺落世間的鞋子，經文護體，刀槍不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2142	2000	0
10111034	1	1	11	34	4	152	1	-1	-1	羅漢鞋	77	降龍羅漢遺落世間的鞋子，經文護體，刀槍不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2143	2000	0
10111035	1	1	11	35	4	152	1	-1	-1	喇嘛靴	77	紅袍喇嘛遺落世間的鞋子，經文護體，刀槍不入。	1910	1910	209	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	97	-1	-1	-1	Shoes1_7	鞋	2144	2000	0
10111036	1	1	11	36	4	378	1	-1	-1	浮雲靴	82	不知為何物質製成，上有浮雲千丈，名動天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2145	2000	0
10111037	1	1	11	37	4	378	1	-1	-1	神行靴	82	不知為何物質製成，上有龍翔萬里，名動天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2146	2000	0
10111038	1	1	11	38	4	378	1	-1	-1	踏風靴	82	不知為何物質製成，上有大鵬展翅，名動天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2147	2000	0
10111039	1	1	11	39	4	378	1	-1	-1	追日靴	82	不知為何物質製成，上有鳳凰追日，名動天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2148	2000	0
10111040	1	1	11	40	4	378	1	-1	-1	逐月靴	82	不知為何物質製成，上有青鴛逐月，名動天下。	2310	2310	215	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	103	-1	-1	-1	Shoes4_6	鞋	2149	2000	0
10111041	1	1	11	41	4	378	1	-1	-1	朱雀靴	87	紅色靴子，為南方朱雀所守護，萬物不侵，法力無邊。	2660	2660	221	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109	-1	109	-1	-1	-1	Shoes4_6	鞋	2150	2000	0
10111042	1	1	11	42	4	378	1	-1	-1	玄武靴	87	黑色靴子，為北方玄武所守護，萬物不侵，法力無邊。	2660	2660	221	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109	-1	109	-1	-1	-1	Shoes4_6	鞋	2151	2000	0
10111043	1	1	11	43	4	378	1	-1	-1	白虎靴	87	白色靴子，為西方白虎所守護，萬物不侵，法力無邊。	2660	2660	221	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109	-1	109	-1	-1	-1	Shoes4_6	鞋	2152	2000	0
10111044	1	1	11	44	4	378	1	-1	-1	青龍靴	87	青色靴子，為東方青龍所守護，萬物不侵，法力無邊。	2660	2660	221	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109	-1	109	-1	-1	-1	Shoes4_6	鞋	2153	2000	0
10111045	1	1	11	45	4	419	1	-1	-1	聖靈戰靴	92	女媧補天時用的五彩石磯所造，吸收日月精華，賦有無窮靈力。	3240	3240	227	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	115	-1	-1	-1	Shoes4_11	鞋	2154	2000	0
10111046	1	1	11	46	4	419	1	-1	-1	幽冥魔靴	92	來自冥間，地獄之火燒練而成，怨氣濃重，魔性強大。	3240	3240	227	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	115	-1	-1	-1	Shoes4_11	鞋	2155	2000	0
10111047	1	1	11	47	4	419	1	-1	-1	憐憫之靴	92	佛家最為貴重的物品，可與使用者相互感應。	3240	3240	227	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	115	-1	-1	-1	Shoes4_11	鞋	2156	2000	0
10111048	1	1	11	48	4	419	1	-1	-1	霓雲羽靴	97	據說是九天仙女為大地祈福跳舞時所用，是可遇不可求的極品。	3640	3640	234	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	121	-1	-1	-1	Shoes4_11	鞋	2157	2000	0
10111049	1	1	11	49	4	419	1	-1	-1	九寶天靴	97	上有九寶華文，受到天地精華的凝煉，靈氣異常。	3640	3640	234	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	121	-1	-1	-1	Shoes4_11	鞋	2158	2000	0
