INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
29561	Biªn D¸ Chiªn Tu La	2956	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3070	2412	1534	1972	1534	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29560
29562	Biªn D¸ Chiªn Tu La	2956	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3284	2580	1642	2110	1642	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29560
29563	Biªn D¸ Chiªn Tu La	2956	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3498	2748	1748	2248	1748	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29560
29564	Biªn D¸ Chiªn Tu La	2956	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3712	2916	1856	2386	1856	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29560
29569	Chiªn Tu La Bäo Bäo	2956	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2856	2244	1428	1836	1428	1051	1156	1208	1366	1576	300	100	100	200	300	120000	29560
29570	Trß·ng Thành Chiªn Tu La	2957	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2970	2334	1484	1908	1484	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29570
29571	Biªn D¸ Chiªn Tu La	2957	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3148	2474	1574	2024	1574	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29570
29572	Biªn D¸ Chiªn Tu La	2957	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3326	2614	1662	2138	1662	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29570
29573	Biªn D¸ Chiªn Tu La	2957	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3504	2754	1752	2252	1752	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29570
29574	Biªn D¸ Chiªn Tu La	2957	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3682	2894	1840	2368	1840	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29570
29575	Biªn D¸ Chiªn Tu La	2957	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3862	3034	1930	2482	1930	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29570
29579	Chiªn Tu La Bäo Bäo	2957	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2970	2334	1484	1908	1484	1153	1268	1325	1498	1729	300	100	100	200	300	120000	29570
29580	Trß·ng Thành Chiªn Tu La	2958	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3084	2424	1542	1982	1542	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29580
29581	Biªn D¸ Chiªn Tu La	2958	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3238	2544	1618	2082	1618	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29580
29582	Biªn D¸ Chiªn Tu La	2958	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3394	2666	1696	2180	1696	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29580
29583	Biªn D¸ Chiªn Tu La	2958	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3548	2788	1774	2280	1774	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29580
29584	Biªn D¸ Chiªn Tu La	2958	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3702	2908	1850	2380	1850	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29580
29585	Biªn D¸ Chiªn Tu La	2958	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3856	3030	1928	2478	1928	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29580
29586	Biªn D¸ Chiªn Tu La	2958	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	4010	3150	2004	2578	2004	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29580
29589	Chiªn Tu La Bäo Bäo	2958	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3084	2424	1542	1982	1542	1255	1380	1443	1631	1882	300	100	100	200	300	120000	29580
29590	Trß·ng Thành Chiªn Tu La	2959	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3196	2512	1598	2054	1598	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29590
29591	Biªn D¸ Chiªn Tu La	2959	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3334	2620	1666	2142	1666	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29590
29592	Biªn D¸ Chiªn Tu La	2959	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3470	2726	1734	2230	1734	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29590
29593	Biªn D¸ Chiªn Tu La	2959	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3608	2834	1804	2318	1804	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29590
29594	Biªn D¸ Chiªn Tu La	2959	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3744	2942	1872	2406	1872	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29590
29595	Biªn D¸ Chiªn Tu La	2959	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3882	3050	1940	2496	1940	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29590
29596	Biªn D¸ Chiªn Tu La	2959	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	4018	3158	2008	2584	2008	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29590
29597	Biªn D¸ Chiªn Tu La	2959	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	4156	3266	2078	2672	2078	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29590
29599	Chiªn Tu La Bäo Bäo	2959	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3196	2512	1598	2054	1598	1357	1492	1560	1764	2035	300	100	100	200	300	120000	29590
29600	Trß·ng Thành Chiªn Tu La	2960	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3312	2602	1656	2128	1656	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29601	Biªn D¸ Chiªn Tu La	2960	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3436	2700	1718	2208	1718	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29602	Biªn D¸ Chiªn Tu La	2960	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3560	2796	1780	2288	1780	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29603	Biªn D¸ Chiªn Tu La	2960	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3684	2894	1842	2368	1842	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29604	Biªn D¸ Chiªn Tu La	2960	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3808	2992	1904	2448	1904	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29605	Biªn D¸ Chiªn Tu La	2960	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3932	3090	1966	2528	1966	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29606	Biªn D¸ Chiªn Tu La	2960	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4056	3188	2028	2608	2028	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29607	Biªn D¸ Chiªn Tu La	2960	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4180	3284	2090	2688	2090	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29608	Biªn D¸ Chiªn Tu La	2960	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4306	3382	2152	2768	2152	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29609	Chiªn Tu La Bäo Bäo	2960	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3312	2602	1656	2128	1656	1459	1604	1677	1896	2388	300	100	100	200	300	120000	29600
29610	Trß·ng Thành Tà Linh	2961	5	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1500	2626	1312	1124	1500	846	930	972	1099	1269	100	350	350	150	50	120000	29610
29611	Biªn D¸ Tà Linh	2961	5	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1724	3020	1510	1294	1724	846	930	972	1099	1269	100	350	350	150	50	120000	29610
29612	Biªn D¸ Tà Linh	2961	5	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1950	3414	1706	1462	1950	846	930	972	1099	1269	100	350	350	150	50	120000	29610
29619	Tà Linh Bäo Bäo	2961	5	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1500	2626	1312	1124	1500	846	930	972	1099	1269	100	350	350	150	50	120000	29610
29620	Trß·ng Thành Tà Linh	2962	45	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1566	2740	1370	1174	1566	948	1042	1090	1232	1422	100	350	350	150	50	120000	29620
29621	Biªn D¸ Tà Linh	2962	45	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1722	3014	1506	1292	1722	948	1042	1090	1232	1422	100	350	350	150	50	120000	29620
29622	Biªn D¸ Tà Linh	2962	45	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1878	3288	1644	1408	1878	948	1042	1090	1232	1422	100	350	350	150	50	120000	29620
29623	Biªn D¸ Tà Linh	2962	45	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	2036	3562	1780	1526	2036	948	1042	1090	1232	1422	100	350	350	150	50	120000	29620
29629	Tà Linh Bäo Bäo	2962	45	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1566	2740	1370	1174	1566	948	1042	1090	1232	1422	100	350	350	150	50	120000	29620
29630	Trß·ng Thành Tà Linh	2963	55	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1632	2856	1428	1224	1632	1051	1156	1208	1366	1576	100	350	350	150	50	120000	29630
29631	Biªn D¸ Tà Linh	2963	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1754	3070	1534	1314	1754	1051	1156	1208	1366	1576	100	350	350	150	50	120000	29630
29632	Biªn D¸ Tà Linh	2963	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1876	3284	1642	1406	1876	1051	1156	1208	1366	1576	100	350	350	150	50	120000	29630
29633	Biªn D¸ Tà Linh	2963	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1998	3498	1748	1498	1998	1051	1156	1208	1366	1576	100	350	350	150	50	120000	29630
29634	Biªn D¸ Tà Linh	2963	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2120	3712	1856	1590	2120	1051	1156	1208	1366	1576	100	350	350	150	50	120000	29630
29639	Tà Linh Bäo Bäo	2963	55	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1632	2856	1428	1224	1632	1051	1156	1208	1366	1576	100	350	350	150	50	120000	29630
29640	Trß·ng Thành Tà Linh	2964	65	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1696	2970	1484	1272	1696	1153	1268	1325	1498	1729	100	350	350	150	50	120000	29640
29641	Biªn D¸ Tà Linh	2964	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1798	3148	1574	1348	1798	1153	1268	1325	1498	1729	100	350	350	150	50	120000	29640
29642	Biªn D¸ Tà Linh	2964	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1900	3326	1662	1424	1900	1153	1268	1325	1498	1729	100	350	350	150	50	120000	29640
29643	Biªn D¸ Tà Linh	2964	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2002	3504	1752	1502	2002	1153	1268	1325	1498	1729	100	350	350	150	50	120000	29640
29644	Biªn D¸ Tà Linh	2964	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2104	3682	1840	1578	2104	1153	1268	1325	1498	1729	100	350	350	150	50	120000	29640
29645	Biªn D¸ Tà Linh	2964	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2206	3862	1930	1654	2206	1153	1268	1325	1498	1729	100	350	350	150	50	120000	29640
29649	Tà Linh Bäo Bäo	2964	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1696	2970	1484	1272	1696	1153	1268	1325	1498	1729	100	350	350	150	50	120000	29640
29650	Trß·ng Thành Tà Linh	2965	75	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1762	3084	1542	1322	1762	1255	1380	1443	1631	1882	100	350	350	150	50	120000	29650
29651	Biªn D¸ Tà Linh	2965	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1850	3238	1618	1388	1850	1255	1380	1443	1631	1882	100	350	350	150	50	120000	29650
29652	Biªn D¸ Tà Linh	2965	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1938	3394	1696	1454	1938	1255	1380	1443	1631	1882	100	350	350	150	50	120000	29650
29653	Biªn D¸ Tà Linh	2965	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2026	3548	1774	1520	2026	1255	1380	1443	1631	1882	100	350	350	150	50	120000	29650
29654	Biªn D¸ Tà Linh	2965	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2114	3702	1850	1586	2114	1255	1380	1443	1631	1882	100	350	350	150	50	120000	29650
29655	Biªn D¸ Tà Linh	2965	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2204	3856	1928	1652	2204	1255	1380	1443	1631	1882	100	350	350	150	50	120000	29650
29656	Biªn D¸ Tà Linh	2965	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2292	4010	2004	1718	2292	1255	1380	1443	1631	1882	100	350	350	150	50	120000	29650
29659	Tà Linh Bäo Bäo	2965	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1762	3084	1542	1322	1762	1255	1380	1443	1631	1882	100	350	350	150	50	120000	29650
29660	Trß·ng Thành Tà Linh	2966	85	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1826	3196	1598	1370	1826	1357	1492	1560	1764	2035	100	350	350	150	50	120000	29660
29661	Biªn D¸ Tà Linh	2966	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1904	3334	1666	1428	1904	1357	1492	1560	1764	2035	100	350	350	150	50	120000	29660
29662	Biªn D¸ Tà Linh	2966	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1982	3470	1734	1486	1982	1357	1492	1560	1764	2035	100	350	350	150	50	120000	29660
29663	Biªn D¸ Tà Linh	2966	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2062	3608	1804	1546	2062	1357	1492	1560	1764	2035	100	350	350	150	50	120000	29660
29664	Biªn D¸ Tà Linh	2966	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2140	3744	1872	1604	2140	1357	1492	1560	1764	2035	100	350	350	150	50	120000	29660
29665	Biªn D¸ Tà Linh	2966	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2218	3882	1940	1664	2218	1357	1492	1560	1764	2035	100	350	350	150	50	120000	29660
29666	Biªn D¸ Tà Linh	2966	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2296	4018	2008	1722	2296	1357	1492	1560	1764	2035	100	350	350	150	50	120000	29660
29667	Biªn D¸ Tà Linh	2966	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2374	4156	2078	1780	2374	1357	1492	1560	1764	2035	100	350	350	150	50	120000	29660
29669	Tà Linh Bäo Bäo	2966	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1826	3196	1598	1370	1826	1357	1492	1560	1764	2035	100	350	350	150	50	120000	29660
29670	Trß·ng Thành Tà Linh	2967	95	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1892	3312	1656	1418	1892	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29671	Biªn D¸ Tà Linh	2967	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1962	3436	1718	1472	1962	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29672	Biªn D¸ Tà Linh	2967	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2034	3560	1780	1526	2034	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29673	Biªn D¸ Tà Linh	2967	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2104	3684	1842	1578	2104	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29674	Biªn D¸ Tà Linh	2967	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2176	3808	1904	1632	2176	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29675	Biªn D¸ Tà Linh	2967	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2246	3932	1966	1684	2246	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29676	Biªn D¸ Tà Linh	2967	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2318	4056	2028	1738	2318	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29677	Biªn D¸ Tà Linh	2967	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2388	4180	2090	1792	2388	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29678	Biªn D¸ Tà Linh	2967	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2460	4306	2152	1844	2460	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29679	Tà Linh Bäo Bäo	2967	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1892	3312	1656	1418	1892	1459	1604	1677	1896	2388	100	350	350	150	50	120000	29670
29680	Trß·ng Thành H° Yêu Kiªm Quân	2968	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	2626	2062	1312	1688	1312	846	930	972	1099	1269	300	100	100	200	300	120000	29680
29681	Biªn D¸ H° Yêu Kiªm Quân	2968	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	3020	2372	1510	1940	1510	846	930	972	1099	1269	300	100	100	200	300	120000	29680
29682	Biªn D¸ H° Yêu Kiªm Quân	2968	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	3414	2682	1706	2194	1706	846	930	972	1099	1269	300	100	100	200	300	120000	29680
