INT	INT	INT	INT	STRING	INT	STRING	STRING
101441	3	1389	-1	Äo Hóa H²n Ðµn Siêu Linh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính, Trß·ng thành #GCh¤n C± Thß¾c Kim#Y, Tß ch¤t #GTrác Nhî B¤t Qu¥n#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101442	3	1489	-1	Äo Hóa H²n Ðµn Siêu Thánh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính, Trß·ng thành #GCh¤n C± Thß¾c Kim#Y, Tß ch¤t #GSiêu Phàm Thoát Tøc#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101443	3	1589	-1	Äo Hóa H²n Ðµn Siêu Tiên Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính, Trß·ng thành #GCh¤n C± Thß¾c Kim#Y, Tß ch¤t #GThiên HÕ Vô Song#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101444	3	1689	-1	Äo Hóa H²n Ðµn Siêu Th¥n Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính, Trß·ng thành, Tß ch¤t #GCh¤n C± Thß¾c Kim#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101500	3	1055	-1	Äo Hóa Càn Khôn Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101501	3	1155	-1	Äo Hóa Càn Khôn Linh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Tß ch¤t #GTrác Nhî B¤t Qu¥n#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101502	3	1255	-1	Äo Hóa Càn Khôn Thánh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Tß ch¤t #GSiêu Phàm Thoát Tøc#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101503	3	1355	-1	Äo Hóa Càn Khôn Tiên Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Tß ch¤t #GThiên HÕ Vô Song#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101504	3	1455	-1	Äo Hóa Càn Khôn Th¥n Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Tß ch¤t #GCh¤n C± Thß¾c Kim#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101510	3	1166	-1	Äo Hóa Càn Khôn Ð¸a Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GTrác Nhî B¤t Qu¥n#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101511	3	1266	-1	Äo Hóa Càn Khôn Ð¸a Linh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành, Tß ch¤t #GTrác Nhî B¤t Qu¥n#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101512	3	1366	-1	Äo Hóa Càn Khôn Ð¸a Thánh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GTrác Nhî B¤t Qu¥n#Y, Tß ch¤t #GSiêu Phàm Thoát Tøc#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101513	3	1466	-1	Äo Hóa Càn Khôn Ð¸a Tiên Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GTrác Nhî B¤t Qu¥n#Y, Tß ch¤t #GThiên HÕ Vô Song#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101514	3	1566	-1	Äo Hóa Càn Khôn Ð¸a Th¥n Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Tß ch¤t #GCh¤n C± Thß¾c Kim#Y, Trß·ng thành #GTrác Nhî B¤t Qu¥n#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101520	3	1277	-1	Äo Hóa Càn Khôn Thiên Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GSiêu Phàm Thoát Tøc#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101521	3	1377	-1	Äo Hóa Càn Khôn Thiên Linh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GSiêu Phàm Thoát Tøc#Y, Tß ch¤t #GTrác Nhî B¤t Qu¥n#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101522	3	1477	-1	Äo Hóa Càn Khôn Thiên Thánh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành, Tß ch¤t #GSiêu Phàm Thoát Tøc#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101523	3	1577	-1	Äo Hóa Càn Khôn Thiên Tiên Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GSiêu Phàm Thoát Tøc#Y, Tß ch¤t #GThiên HÕ Vô Song#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101524	3	1677	-1	Äo Hóa Càn Khôn Thiên Th¥n Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Tß ch¤t #GCh¤n C± Thß¾c Kim#Y, Trß·ng thành #GSiêu Phàm Thoát Tøc#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101530	3	1388	-1	Äo Hóa Càn Khôn Nguyên Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GThiên HÕ Vô Song#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101531	3	1488	-1	Äo Hóa Càn Khôn Nguyên Linh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GThiên HÕ Vô Song#Y, Tß ch¤t #GTrác Nhî B¤t Qu¥n#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101532	3	1588	-1	Äo Hóa Càn Khôn Nguyên Thánh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GThiên HÕ Vô Song#Y, Tß ch¤t #GSiêu Phàm Thoát Tøc#Y  m¾i có th¬ nh§n ðßþc danh hi®u này.
101533	3	1688	-1	Äo Hóa Càn Khôn Nguyên Tiên Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành, Tß ch¤t #GThiên HÕ Vô Song#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101534	3	1788	-1	Äo Hóa Càn Khôn Nguyên Th¥n Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Tß ch¤t #GCh¤n C± Thß¾c Kim#Y, Trß·ng thành #GThiên HÕ Vô Song#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101540	3	1499	-1	Äo Hóa Càn Khôn Siêu Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GCh¤n C± Thß¾c Kim#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101541	3	1599	-1	Äo Hóa Càn Khôn Siêu Linh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GCh¤n C± Thß¾c Kim#Y, Tß ch¤t #GTrác Nhî B¤t Qu¥n#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101542	3	1699	-1	Äo Hóa Càn Khôn Siêu Thánh Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GCh¤n C± Thß¾c Kim#Y, Tß ch¤t #GSiêu Phàm Thoát Tøc#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101543	3	1799	-1	Äo Hóa Càn Khôn Siêu Tiên Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành #GCh¤n C± Thß¾c Kim#Y, Tß ch¤t #GThiên HÕ Vô Song#Y m¾i có th¬ nh§n ðßþc danh hi®u này.
101544	3	1899	-1	Äo Hóa Càn Khôn Siêu Th¥n Thú	-1	#e96491f#gFF0FA0	#YSau khi Äo Hóa, Trân Thú có #YNgµ tính #GNgh¸ch Chuy¬n Càn Khôn#Y, Trß·ng thành, Tß ch¤t #GCh¤n C± Thß¾c Kim#Y m¾i có th¬ nh§n ðßþc danh hi®u này.

