INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING
10	40	120	1	9	1	1	1	1	1	200000	50	0		1	0	0	96	97	98	100	200	300	400	500	30505050	1	-1	100	100		30505051	1	-1	100	100		30505052	1	-1	100	100		30505053	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
11	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10100002	1	-1	100	100		10100003	1	-1	100	100		10101002	1	-1	100	100		10101003	1	-1	100	100		10102002	1	-1	100	100		10102003	1	-1	100	100		10103002	1	-1	100	100		10103003	1	-1	100	100		10104002	1	-1	100	100		10104003	1	-1	100	100		10105002	1	-1	100	100		10105003	1	-1	100	100		30300002	1	-1	100	100		30300012	1	-1	100	100		30300022	1	-1	100	100		30300032	1	-1	100	100		30300042	1	-1	100	100		30300052	1	-1	100	100		30300003	1	-1	100	100		30300013	1	-1	100	100		30300023	1	-1	100	100		30300033	1	-1	100	100		30300043	1	-1	100	100		30300053	1	-1	100	100		30506001	1	-1	100	100		30506011	1	-1	100	100		30506021	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
12	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10110004	1	-1	100	100		10110005	1	-1	100	100		10110006	1	-1	100	100		10110007	1	-1	100	100		10110008	1	-1	100	100		10111004	1	-1	100	100		10111005	1	-1	100	100		10111006	1	-1	100	100		10111007	1	-1	100	100		10111008	1	-1	100	100		10112004	1	-1	100	100		10112005	1	-1	100	100		10112006	1	-1	100	100		10112007	1	-1	100	100		10112008	1	-1	100	100		10113004	1	-1	100	100		10113005	1	-1	100	100		10113006	1	-1	100	100		10113007	1	-1	100	100		10113008	1	-1	100	100		30507001	1	-1	100	100		30507011	1	-1	100	100		30507021	1	-1	100	100		30301002	-1	-1	100	100		30301012	-1	-1	100	100		30301022	-1	-1	100	100		30301032	-1	-1	100	100		30301072	-1	-1	100	100		30301082	-1	-1	100	100		30301092	-1	-1	100	100		30301102	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
13	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10120002	1	-1	100	100		10120003	1	-1	100	100		10121002	1	-1	100	100		10121003	1	-1	100	100		10122002	1	-1	100	100		10122003	1	-1	100	100		30508001	1	-1	100	100		30508011	1	-1	100	100		30508021	1	-1	100	100		30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
14	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30001001	1	-1	100	100		30001002	1	-1	100	100		30001003	1	-1	100	100		30002001	1	-1	100	100		30002002	1	-1	100	100		30002003	1	-1	100	100		30003001	1	-1	100	100		30003002	1	-1	100	100		30003003	1	-1	100	100		30101031	1	-1	100	100		30101032	1	-1	100	100		30101033	1	-1	100	100		30101034	1	-1	100	100		30101035	1	-1	100	100		30101036	1	-1	100	100		30101037	1	-1	100	100		30101038	1	-1	100	100		30101039	1	-1	100	100		30101040	1	-1	100	100		30101041	1	-1	100	100		30101042	1	-1	100	100		30101043	1	-1	100	100		30101044	1	-1	100	100		30101045	1	-1	100	100		30101046	1	-1	100	100		30101047	1	-1	100	100		30101048	1	-1	100	100		30101049	1	-1	100	100		30101050	1	-1	100	100		30303051	1	-1	100	100		30303052	1	-1	100	100		30303053	1	-1	100	100		30303001	1	-1	100	100		30303002	1	-1	100	100		30303003	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
15	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30101031	1	-1	100	100		30101032	1	-1	100	100		30101033	1	-1	100	100		30101034	1	-1	100	100		30101035	1	-1	100	100		30101036	1	-1	100	100		30101037	1	-1	100	100		30101038	1	-1	100	100		30101039	1	-1	100	100		30101040	1	-1	100	100		30101041	1	-1	100	100		30101042	1	-1	100	100		30101043	1	-1	100	100		30101044	1	-1	100	100		30101045	1	-1	100	100		30101046	1	-1	100	100		30101047	1	-1	100	100		30101048	1	-1	100	100		30101049	1	-1	100	100		30101050	1	-1	100	100		30304030	1	-1	100	100		30304031	1	-1	100	100		30304032	1	-1	100	100		30304033	1	-1	100	100		30304036	1	-1	100	100		30304037	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
16	40	120	1	9	1	1	1	1	1	3600000	50	0		1	0	0	96	97	98	100	200	300	400	500	30501106	1	-1	100	100		10100031	1	-1	100	100		10102012	1	-1	100	100		10102013	1	-1	100	100		30505134	1	-1	100	100		20301001	1	-1	100	100		20301002	1	-1	100	100		20301003	1	-1	100	100		20304001	1	-1	100	100		20304002	1	-1	100	100		20304003	1	-1	100	100		20304004	1	-1	100	100		20304017	1	-1	100	100		20304018	1	-1	100	100		20304019	1	-1	100	100		20304020	1	-1	100	100		20304021	1	-1	100	100		20304022	1	-1	100	100		30505010	1	-1	100	100		30505011	1	-1	100	100		30505012	1	-1	100	100		0	1	1	100	100		0	1	1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
17	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30602001	1	-1	100	100		30602002	1	-1	100	100		30602003	1	-1	100	100		30602004	1	-1	100	100		30603001	1	-1	100	100		30603002	1	-1	100	100		30603003	1	-1	100	100		30603004	1	-1	100	100		30604001	1	-1	100	100		30604002	1	-1	100	100		30604003	1	-1	100	100		30604004	1	-1	100	100		30605001	1	-1	100	100		30605002	1	-1	100	100		30605003	1	-1	100	100		30605004	1	-1	100	100		30601001	1	-1	100	100		30601004	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
18	40	120	1	9	1	1	1	1	1	1500000	50	0		0	1	0	96	97	98	100	200	300	400	500	20101001	1	20	100	100		20101002	1	20	100	100		20101003	1	20	100	100		20101004	1	20	100	100		20101005	1	20	100	100		20102001	1	20	100	100		20102013	1	20	100	100		20102002	1	20	100	100		20102014	1	20	100	100		20102003	1	20	100	100		20102015	1	20	100	100		20103001	1	20	100	100		20103002	1	20	100	100		20103003	1	20	100	100		20104001	1	20	100	100		20104002	1	20	100	100		20104003	1	20	100	100		20105001	1	20	100	100		20105002	1	20	100	100		20105003	1	20	100	100		20304005	1	20	100	100		20304006	1	20	100	100		20304007	1	20	100	100		20107001	1	20	100	100		20107002	1	20	100	100		20107003	1	20	100	100		20107004	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
19	40	0	1	9	1	1	6	0	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501003	1	-1	100	100		30501007	1	-1	100	100		30501008	1	-1	100	100		30501009	1	-1	100	100		30501010	1	-1	100	100		30501011	1	-1	100	100		30501012	1	-1	100	100		30501013	1	-1	100	100		30501014	1	-1	100	100		30501015	1	-1	100	100		30501016	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
20	40	0	1	9	1	1	1	0	2	29987000	50	0		0	1	0	96	97	98	100	200	300	400	500	50101002	1	10	100	100		50111002	1	10	100	100		50113002	1	10	100	100		50102003	1	10	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
21	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10100003	1	-1	100	100		10100004	1	-1	100	100		10101003	1	-1	100	100		10101004	1	-1	100	100		10102003	1	-1	100	100		10102004	1	-1	100	100		10103003	1	-1	100	100		10103004	1	-1	100	100		10104003	1	-1	100	100		10104004	1	-1	100	100		10105003	1	-1	100	100		10105004	1	-1	100	100		30506021	1	-1	100	100		30506031	1	-1	100	100		30300003	1	-1	100	100		30300013	1	-1	100	100		30300023	1	-1	100	100		30300033	1	-1	100	100		30300043	1	-1	100	100		30300053	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
22	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10110006	1	-1	100	100		10110007	1	-1	100	100		10110008	1	-1	100	100		10110009	1	-1	100	100		10110010	1	-1	100	100		10110011	1	-1	100	100		10111006	1	-1	100	100		10111007	1	-1	100	100		10111008	1	-1	100	100		10111009	1	-1	100	100		10111010	1	-1	100	100		10111011	1	-1	100	100		10112006	1	-1	100	100		10112007	1	-1	100	100		10112008	1	-1	100	100		10112009	1	-1	100	100		10112010	1	-1	100	100		10112011	1	-1	100	100		10113006	1	-1	100	100		10113007	1	-1	100	100		10113008	1	-1	100	100		10113009	1	-1	100	100		10113010	1	-1	100	100		10113011	1	-1	100	100		30507021	1	-1	100	100		30507031	1	-1	100	100		30301003	-1	-1	100	100		30301013	-1	-1	100	100		30301023	-1	-1	100	100		30301033	-1	-1	100	100		30301113	1	-1	100	100		30301123	1	-1	100	100		30301133	1	-1	100	100		30301143	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
23	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10120003	1	-1	100	100		10120004	1	-1	100	100		10121003	1	-1	100	100		10121004	1	-1	100	100		10122003	1	-1	100	100		10122004	1	-1	100	100		30508021	1	-1	100	100		30508031	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
24	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30101031	1	-1	100	100		30101032	1	-1	100	100		30101033	1	-1	100	100		30101034	1	-1	100	100		30101035	1	-1	100	100		30101036	1	-1	100	100		30101037	1	-1	100	100		30101038	1	-1	100	100		30101039	1	-1	100	100		30101040	1	-1	100	100		30101041	1	-1	100	100		30101042	1	-1	100	100		30101043	1	-1	100	100		30101044	1	-1	100	100		30101045	1	-1	100	100		30101046	1	-1	100	100		30101047	1	-1	100	100		30101048	1	-1	100	100		30101049	1	-1	100	100		30101050	1	-1	100	100		30001003	1	-1	100	100		30001004	1	-1	100	100		30002003	1	-1	100	100		30002004	1	-1	100	100		30003003	1	-1	100	100		30003004	1	-1	100	100		30303053	1	-1	100	100		30303003	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
25	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30101033	1	-1	100	100		30101034	1	-1	100	100		30101035	1	-1	100	100		30101036	1	-1	100	100		30101037	1	-1	100	100		30101038	1	-1	100	100		30101039	1	-1	100	100		30101040	1	-1	100	100		30101043	1	-1	100	100		30101044	1	-1	100	100		30101045	1	-1	100	100		30101046	1	-1	100	100		30101047	1	-1	100	100		30101048	1	-1	100	100		30101049	1	-1	100	100		30101050	1	-1	100	100		30304038	1	-1	100	100		30304034	1	-1	100	100		30304035	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
26	40	120	1	9	1	1	1	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30501106	1	-1	100	100		10100031	1	-1	100	100		10102012	1	-1	100	100		10102013	1	-1	100	100		30505134	1	-1	100	100		20301001	1	-1	100	100		20301002	1	-1	100	100		20301003	1	-1	100	100		20304001	1	-1	100	100		20304002	1	-1	100	100		20304003	1	-1	100	100		20304004	1	-1	100	100		20304017	1	-1	100	100		20304018	1	-1	100	100		20304019	1	-1	100	100		20304020	1	-1	100	100		20304021	1	-1	100	100		20304022	1	-1	100	100		30505010	1	-1	100	100		30505011	1	-1	100	100		30505012	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
27	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30602001	1	-1	100	100		30602002	1	-1	100	100		30602003	1	-1	100	100		30602004	1	-1	100	100		30603001	1	-1	100	100		30603002	1	-1	100	100		30603003	1	-1	100	100		30603004	1	-1	100	100		30604001	1	-1	100	100		30604002	1	-1	100	100		30604003	1	-1	100	100		30604004	1	-1	100	100		30605001	1	-1	100	100		30605002	1	-1	100	100		30605003	1	-1	100	100		30605004	1	-1	100	100		30601001	1	-1	100	100		30601004	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
28	40	120	1	9	1	1	1	1	1	900000	50	0		0	1	0	96	97	98	100	200	300	400	500	20101009	1	10	100	100		20101010	1	10	100	100		20101011	1	10	100	100		20103004	1	10	100	100		20104004	1	10	100	100		20105004	1	10	100	100		20107009	1	10	100	100		20107010	1	10	100	100		20304008	1	10	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
29	40	0	1	9	1	1	1	0	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30004001	1	-1	100	100		30004002	1	-1	100	100		30004003	1	-1	100	100		30004004	1	-1	100	100		30004005	1	-1	100	100		30004006	1	-1	100	100		30004007	1	-1	100	100		30004008	1	-1	100	100		30004009	1	-1	100	100		30004010	1	-1	100	100		30004011	1	-1	100	100		30004012	1	-1	100	100		30004013	1	-1	100	100		30004014	1	-1	100	100		30004015	1	-1	100	100		30004016	1	-1	100	100		30004017	1	-1	100	100		30004018	1	-1	100	100		30004019	1	-1	100	100		30004020	1	-1	100	100		30004021	1	-1	100	100		30004022	1	-1	100	100		30004023	1	-1	100	100		30004024	1	-1	100	100		30004025	1	-1	100	100		30005001	1	-1	100	100		30005002	1	-1	100	100		30005003	1	-1	100	100		30005004	1	-1	100	100		30005005	1	-1	100	100		30005006	1	-1	100	100		30005007	1	-1	100	100		30005008	1	-1	100	100		30005009	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
